timestamp,ax,ay,az,gx,gy,gz,lin_ax,lin_ay,lin_az,grav_x,grav_y,grav_z,speed,lat,lon
1779784257951,-2.49495,10.65705,5.8170004,-0.1106875,0.0715,-0.1023,-3.6192904,1.1261215,3.8001575,1.1243402,9.530929,2.0168428,1.6888444,-6.8951519,109.4079112
1779784257957,-0.70605004,8.923051,2.1670501,0.073425,-0.0977625,0.0424875,-1.8175553,-0.6091671,0.14919472,1.1115053,9.532218,2.0178554,1.6888444,-6.8951519,109.4079112
1779784257964,5.4559503,9.385051,-1.9030501,-0.0840125,0.126775,-0.1310375,4.3162885,-0.14964676,-3.8932998,1.1396617,9.534698,1.9902498,1.6888444,-6.8951519,109.4079112
1779784363791,0.41400003,9.543,1.8030001,,,,,,,0.33760524,9.60305,1.959034,1.4588841,-6.8951272,109.4078054
1779784363791,-0.34905002,9.526051,3.1560001,,,,-1.6376553,1.2959499,0.3329661,0.33760524,9.60305,1.959034,1.4588841,-6.8951272,109.4078054
1779784363791,0.81705004,9.7560005,1.659,0.07645,0.0020625,-0.01485,-1.6376553,1.2959499,0.3329661,0.33760524,9.60305,1.959034,1.4588841,-6.8951272,109.4078054
1779784363791,0.79005,9.529051,2.1049502,0.0721875,-0.052249998,0.0639375,-1.6376553,1.2959499,0.3329661,0.33760524,9.60305,1.959034,1.4588841,-6.8951272,109.4078054
1779784363791,-1.30005,10.899,2.292,-0.033275,0.0169125,-0.0308,-1.6376553,1.2959499,0.3329661,0.33760524,9.60305,1.959034,1.4588841,-6.8951272,109.4078054
1779784363808,1.047,9.58395,0.55995005,-0.033275,0.0169125,-0.0308,-1.6376553,1.2959499,0.3329661,0.34052375,9.603014,1.9587159,1.4588841,-6.8951272,109.4078054
1779784363808,0.68700004,8.86995,2.9599502,-0.0023375,-0.028875,0.075625,0.3464763,-0.7330637,1.0012343,0.34052375,9.603014,1.9587159,1.4588841,-6.8951272,109.4078054
1779784363825,-1.113,10.798051,0.66300005,-0.0023375,-0.028875,0.075625,0.3464763,-0.7330637,1.0012343,0.34099224,9.601826,1.9644495,1.4588841,-6.8951272,109.4078054
1779784363827,0.69705003,8.68305,3.1710002,0.014712499,0.0562375,-0.020075,-1.4539922,1.1962252,-1.3014495,0.3361758,9.603396,1.9575931,1.4588841,-6.8951272,109.4078054
1779784363837,-0.15,9.67695,2.6149502,-0.0842875,-0.0044,0.0075625,0.36087424,-0.92034626,1.2134072,0.34199092,9.600194,1.9722365,1.4588841,-6.8951272,109.4078054
1779784363846,0.9289501,9.7900505,1.9009501,0.0721875,-0.1043625,0.0704,-0.49199092,0.07675648,0.64271367,0.34297174,9.601497,1.965715,1.4588841,-6.8951272,109.4078054
1779784363860,1.14705,9.732,0.91905004,-0.0193875,0.004125,-0.07865,0.5859783,0.18855381,-0.06476498,0.34557286,9.602088,1.9623698,1.4588841,-6.8951272,109.4078054
1779784363868,-2.0010002,10.354951,2.9310002,0.017875,0.0339625,-0.0647625,0.8014772,0.12991238,-1.0433197,0.3431994,9.603181,1.9574312,1.4588841,-6.8951272,109.4078054
