timestamp,ax,ay,az,gx,gy,gz,lin_ax,lin_ay,lin_az,grav_x,grav_y,grav_z,speed,lat,lon
1780724374205,0.47205,12.196951,-0.282,0.0331375,0.038775,-0.075075,2.7959106,-0.9850702,-2.659668,1.2971394,9.419121,2.4016678,0.0,-6.9792196,110.4087272
1780724374224,-1.5970501,9.603001,4.854,-0.17545,0.0506,0.0281875,-0.8209197,2.774128,-2.6713595,1.2929697,9.422823,2.3893595,0.0,-6.9792196,110.4087272
1780724374224,4.3660502,6.3580503,4.0810504,-0.17545,0.0506,0.0281875,-0.8209197,2.774128,-2.6713595,1.2710273,9.425051,2.3923447,0.0,-6.9792196,110.4087272
1780724374224,0.25095,11.0140505,-0.75600004,-0.17545,0.0506,0.0281875,-0.8209197,2.774128,-2.6713595,1.2710273,9.425051,2.3923447,0.0,-6.9792196,110.4087272
1780724374224,-3.93405,12.340951,-0.165,-0.17545,0.0506,0.0281875,-0.8209197,2.774128,-2.6713595,1.2710273,9.425051,2.3923447,0.0,-6.9792196,110.4087272
1780724374423,1.8079501,7.3830004,6.0660005,-0.2883375,-0.0633875,0.109037496,-5.205077,2.9159002,-2.5573447,1.2710273,9.425051,2.3923447,0.0,-6.9792196,110.4087272
1780724374423,1.8250501,7.4689503,6.7320004,-0.2883375,-0.0633875,0.109037496,-5.205077,2.9159002,-2.5573447,1.2710273,9.425051,2.3923447,0.0,-6.9792196,110.4087272
1780724374423,-0.15195,10.76895,-0.117000006,-0.2883375,-0.0633875,0.109037496,-5.205077,2.9159002,-2.5573447,1.2710273,9.425051,2.3923447,0.0,-6.9792196,110.4087272
1780724374423,2.7520502,9.61005,-1.7479501,-0.2883375,-0.0633875,0.109037496,-5.205077,2.9159002,-2.5573447,1.2710273,9.425051,2.3923447,0.0,-6.9792196,110.4087272
1780724374423,-0.32505003,9.555,6.4690504,-0.2883375,-0.0633875,0.109037496,-5.205077,2.9159002,-2.5573447,1.2710273,9.425051,2.3923447,0.0,-6.9792196,110.4087272
1780724374423,-1.95105,9.625051,5.8549504,-0.2883375,-0.0633875,0.109037496,-5.205077,2.9159002,-2.5573447,1.2710273,9.425051,2.3923447,0.0,-6.9792196,110.4087272
1780724374423,5.20695,8.137051,-2.6170502,-0.2883375,-0.0633875,0.109037496,-5.205077,2.9159002,-2.5573447,1.2710273,9.425051,2.3923447,0.0,-6.9792196,110.4087272
1780724374423,1.3219501,11.47095,0.040050004,-0.2883375,-0.0633875,0.109037496,-5.205077,2.9159002,-2.5573447,1.2710273,9.425051,2.3923447,0.0,-6.9792196,110.4087272
1780724374423,-5.5270505,11.4210005,7.65705,-0.2883375,-0.0633875,0.109037496,-5.205077,2.9159002,-2.5573447,1.2710273,9.425051,2.3923447,0.0,-6.9792196,110.4087272
1780724374423,1.9300501,6.8820004,3.9540002,-0.2883375,-0.0633875,0.109037496,-5.205077,2.9159002,-2.5573447,1.2710273,9.425051,2.3923447,0.0,-6.9792196,110.4087272
1780724374423,4.6009502,9.783,-1.3120501,-0.2883375,-0.0633875,0.109037496,-5.205077,2.9159002,-2.5573447,1.2710273,9.425051,2.3923447,0.0,-6.9792196,110.4087272
1780724374424,-1.59405,12.016951,1.83405,-0.2883375,-0.0633875,0.109037496,-5.205077,2.9159002,-2.5573447,1.2710273,9.425051,2.3923447,0.0,-6.9792196,110.4087272
1780724374424,1.3549501,7.7539506,4.6990504,-0.2883375,-0.0633875,0.109037496,-5.205077,2.9159002,-2.5573447,1.2710273,9.425051,2.3923447,0.0,-6.9792196,110.4087272
1780724374424,2.3130002,8.755051,1.65495,-0.2883375,-0.0633875,0.109037496,-5.205077,2.9159002,-2.5573447,1.2710273,9.425051,2.3923447,0.0,-6.9792196,110.4087272
1780724374424,-3.177,12.343051,-0.22695,-0.2883375,-0.0633875,0.109037496,-5.205077,2.9159002,-2.5573447,1.2710273,9.425051,2.3923447,0.0,-6.9792196,110.4087272
1780724374424,0.18405001,8.488951,3.18,-0.2883375,-0.0633875,0.109037496,-5.205077,2.9159002,-2.5573447,1.2710273,9.425051,2.3923447,0.0,-6.9792196,110.4087272
1780724374424,2.7469501,7.3300505,6.471,-0.2883375,-0.0633875,0.109037496,-5.205077,2.9159002,-2.5573447,1.2710273,9.425051,2.3923447,0.0,-6.9792196,110.4087272
1780724374424,-1.2229501,10.683001,2.193,-0.2883375,-0.0633875,0.109037496,-5.205077,2.9159002,-2.5573447,1.2710273,9.425051,2.3923447,0.0,-6.9792196,110.4087272
1780724374424,2.043,9.58395,-1.863,-0.2883375,-0.0633875,0.109037496,-5.205077,2.9159002,-2.5573447,1.2710273,9.425051,2.3923447,0.0,-6.9792196,110.4087272
1780724374424,2.73495,8.413051,4.5480003,-0.2883375,-0.0633875,0.109037496,-5.205077,2.9159002,-2.5573447,1.2881585,9.378899,2.5587773,0.0,-6.9792196,110.4087272
1780724374424,-3.2350502,10.180051,6.42495,-0.2883375,-0.0633875,0.109037496,-5.205077,2.9159002,-2.5573447,1.2979602,9.395924,2.490448,0.0,-6.9792196,110.4087272
1780724374424,2.0020502,9.411,-1.1179501,-0.2883375,-0.0633875,0.109037496,-5.205077,2.9159002,-2.5573447,1.3540227,9.409741,2.4070308,0.0,-6.9792196,110.4087272
1780724374424,3.55605,10.37895,-0.186,-0.2883375,-0.0633875,0.109037496,-5.205077,2.9159002,-2.5573447,1.3691739,9.407623,2.4067333,0.0,-6.9792196,110.4087272
1780724374424,-3.834,10.654051,6.7819505,-0.2883375,-0.0633875,0.109037496,-5.205077,2.9159002,-2.5573447,1.3691739,9.407623,2.4067333,0.0,-6.9792196,110.4087272
