window_start,window_end,mag_mean,mag_std,mag_max,mag_rms,mag_jrk,vert_mean,vert_std,vert_max,vert_min,vert_rms,lat_mean,lon_mean,speed_mean,gyro_mag_mean,gyro_mag_max,gyro_mag_jrk,gyro_x_std,gyro_y_std,gyro_z_std,trip_id
1775972208.42,1775972209.42,11.112478687945204,0.0461270150977542,11.191578033424657,11.112574422318088,0.001597966575342455,-0.006290909830174275,0.0013937963185568323,-2.027634301087788e-15,-0.007196135615993368,0.006443462940764532,-6.899403300000002,109.40728999999999,0.0,0.19295085557998154,0.19814036564551277,0.00010472038851107215,0.002342019916330948,0.0018935480174590645,0.0011092638271613742,178e7720-4939-4df4-b9af-2a0a7e15ece3
1775972208.92,1775972209.92,11.032580359178082,0.0461270150977542,11.111679704657533,11.032676786856568,0.001597966575342455,-0.00662831107410156,4.021111113514403e-05,-0.006556875363099445,-0.006725615888986056,0.006628433044733582,-6.899403300000002,109.40728999999999,0.0,0.1877241446097363,0.1928954801522551,0.0001043430704288272,0.002342019916330947,0.0018935480174590642,0.0011092638271613738,178e7720-4939-4df4-b9af-2a0a7e15ece3
1775972209.42,1775972210.42,10.952682030410958,0.04612701509775421,11.03178137589041,10.952779161510056,0.001597966575342473,-0.0065561031867211635,4.378177241968825e-05,-0.006480960637047663,-0.006631512185986756,0.006556249372814583,-6.899403300000002,109.40728999999999,0.0,0.18251710655333261,0.1876686987624049,0.00010393290666202819,0.002342019916330949,0.0018935480174590642,0.001109263827161374,178e7720-4939-4df4-b9af-2a0a7e15ece3
1775972209.92,1775972210.92,10.872783701643836,0.046127015097754215,10.951883047123287,10.872881546501537,0.001597966575342473,-0.00648009938986771,4.400717654202567e-05,-0.006404442850021011,-0.00655536412941679,0.006480248817302548,-6.899403300000002,109.40728999999999,0.0,0.17733147604715857,0.18246157730917809,0.00010348612424241012,0.0023420199163309485,0.0018935480174590642,0.0011092638271613742,178e7720-4939-4df4-b9af-2a0a7e15ece3
1775972210.42,1775972211.42,10.792885372876711,0.046127015097754215,10.871984718356163,10.792983942060596,0.001597966575342455,-0.00640357577340765,4.4350218382159104e-05,-0.006327331607517214,-0.006479436096839552,0.006403729353091363,-6.899403300000002,109.40728999999999,0.0,0.17216918935488368,0.17727584821431752,0.00010299841821159812,0.002342019916330947,0.0018935480174590642,0.0011092638271613742,178e7720-4939-4df4-b9af-2a0a7e15ece3
1775972210.92,1775972211.92,10.71298704410959,0.046127015097754215,10.792086389589041,10.713086348423676,0.001597966575342473,-0.006326458798028367,4.469249319479003e-05,-0.006249628077540552,-0.006402906436935659,0.006326616658380567,-6.899403300000002,109.40728999999999,0.0,0.1670324130904328,0.17211344512568444,0.00010246486436429555,0.0023420199163309468,0.0018935480174590645,0.0011092638271613742,178e7720-4939-4df4-b9af-2a0a7e15ece3
1775972211.42,1775972212.42,10.633088715342465,0.0461270150977542,10.712188060821918,10.633188765834316,0.001597966575342473,-0.006248749569015626,4.503405692991844e-05,-0.0061713335627939315,-0.0063257833373330085,0.0062489118446779615,-6.899403300000002,109.40728999999999,0.0,0.1619235776882234,0.16697653156336642,0.0001018798161788173,0.002342019916330949,0.0018935480174590642,0.0011092638271613742,178e7720-4939-4df4-b9af-2a0a7e15ece3
1775972211.92,1775972212.92,10.553190386575343,0.04612701509775423,10.632289732054794,10.553291194543437,0.001597966575342455,-0.006170449403414059,4.537480777894605e-05,-0.006092449571722796,-0.006248067974211411,0.006170616234483709,-6.899403300000002,109.40728999999999,0.0,0.15684541648324296,0.16186753429828196,0.00010123678298254446,0.002342019916330947,0.0018935480174590642,0.0011092638271613742,178e7720-4939-4df4-b9af-2a0a7e15ece3
1775972212.42,1775972213.42,10.47329205780822,0.04612701509775422,10.55239140328767,10.473393634809614,0.001597966575342455,-0.006091559812205418,4.57146267594944e-05,-0.006012977820420707,-0.006169761654468113,0.006091731344435328,-6.899403300000002,109.40728999999999,0.0,0.15180101142315647,0.1567891823234395,0.0001005282859146302,0.002342019916330949,0.001893548017459064,0.0011092638271613738,178e7720-4939-4df4-b9af-2a0a7e15ece3
1775972212.92,1775972213.92,10.393393729041097,0.0461270150977542,10.472493074520548,10.393496086899374,0.001597966575342473,-0.006012082514259796,4.605339277312813e-05,-0.005932920236594608,-0.00609086589067581,0.006012258899386677,-6.899403300000002,109.40728999999999,0.0,0.14679384661916484,0.15174455243755441,9.97456877415894e-05,0.002342019916330947,0.0018935480174590645,0.0011092638271613742,178e7720-4939-4df4-b9af-2a0a7e15ece3
1775972213.42,1775972214.42,10.313495400273972,0.04612701509775424,10.392594745753424,10.313598551087502,0.001597966575342473,-0.005932019440010702,4.6390982644726644e-05,-0.005852278963092517,-0.006011382403118463,0.0059322008361092785,-6.899403300000002,109.40728999999999,0.0,0.14182787115186715,0.14673712264545843,9.887899209784894e-05,0.002342019916330948,0.0018935480174590642,0.0011092638271613742,178e7720-4939-4df4-b9af-2a0a7e15ece3
1775972213.92,1775972214.92,10.23359707150685,0.04612701509775419,10.3126964169863,10.233701027657364,0.001597966575342455,-0.005851372735063185,4.67272711087388e-05,-0.005771056361420826,-0.0059313131237763005,0.005851559306928888,-6.899403300000002,109.40728999999999,0.0,0.13690757277988339,0.14177083478994043,9.791660734508087e-05,0.0023420199163309476,0.0018935480174590645,0.0011092638271613742,178e7720-4939-4df4-b9af-2a0a7e15ece3
1775972214.42,1775972215.42,10.153698742739726,0.04612701509775426,10.232798088219178,10.153803516901245,0.001597966575342473,-0.005770144763713447,4.706213092488805e-05,-0.005689255015188577,-0.005850660199834198,0.005770336683277407,-6.899403300000002,109.40728999999999,0.0,0.1320380644439425,0.13685016806266095,9.684507011398589e-05,0.002342019916330948,0.0018935480174590645,0.0011092638271613742,178e7720-4939-4df4-b9af-2a0a7e15ece3
1775972214.92,1775972215.92,10.073800413972602,0.046127015097754194,10.152899759452055,10.073906019120706,0.001597966575342473,-0.0056883381123230044,4.739543291618063e-05,-0.00560687773336923,-0.005769425997209567,0.005688535559101987,-6.899403300000002,109.40728999999999,0.0,0.1272251856996366,0.1319802252896023,9.56487239485185e-05,0.0023420199163309476,0.0018935480174590642,0.0011092638271613742,178e7720-4939-4df4-b9af-2a0a7e15ece3
1775972215.42,1775972216.42,9.99390208520548,0.046127015097754215,10.073001430684931,9.994008534626948,0.001597966575342455,-0.005605955592650372,4.772704602734209e-05,-0.005523927553350129,-0.005687613103976535,0.005606158754235423,-6.899403300000002,109.40728999999999,0.0,0.12247562141484375,0.12716683413210964,9.430934970096451e-05,0.002342019916330948,0.0018935480174590642,0.0011092638271613742,178e7720-4939-4df4-b9af-2a0a7e15ece3
1775972215.92,1775972216.92,9.914003756438355,0.04612701509775424,9.993103101917807,9.914111063741199,0.001597966575342455,-0.0055230002449437885,4.805683748992447e-05,-0.005440407744183754,-0.00560522433366455,0.005523209317532578,-6.899403300000002,109.40728999999999,0.0,0.11779704017522405,0.12241666555598735,9.280574703323531e-05,0.002342019916330948,0.0018935480174590642,0.001109263827161374,178e7720-4939-4df4-b9af-2a0a7e15ece3
1775972216.42,1775972217.42,9.834105427671235,0.04612701509775419,9.913204773150685,9.834213606795137,0.001597966575342473,-0.005439475340972713,4.838467274509015e-05,-0.005356321809151949,-0.005522262728245588,0.005439690529948083,-6.899403300000002,109.40728999999999,0.0,0.11319825475760943,0.11773737204253844,9.111327149234136e-05,0.002342019916330948,0.0018935480174590642,0.0011092638271613742,178e7720-4939-4df4-b9af-2a0a7e15ece3
