event_id,time_s,lat,lon,peak_vertical,peak_vertical_g,peak_gyro_mag,speed_mean,event_duration,vert_jrk,num_peaks_accel,num_peaks_gyro,peak_interval_mean,peak_interval_std,asymmetry_score,vertical_energy,gyro_energy,accel_to_gyro_ratio,local_duration,top2_peak_ratio,duration_above_threshold,max_jerk,peak_to_peak,fft_high_low_ratio,zcr,kurtosis,skewness,gyro_pitch_energy,gyro_roll_energy,gyro_yaw_energy,gyro_pitch_roll_ratio,score,priority,level,suggested_label,suggested_raw_label,suggested_kind,suggestion_confidence,suggestion_rule,suggestion_reason,needs_review,label,notes,maps_link
351,1776329766.59,-6.8666887,109.5242986,-31.78245132102935,-3.2409080900235403,1.6448234208513843,6.014732,0.1099998950958252,6879.147059827106,2,6,0.2799999713897705,0.0,0.8116821549886472,41001.0939217548,528.5332889575502,77.57523452316097,0.2799999713897705,0.6487803813482805,0.1099998950958252,6879.147059827106,100.01561967558908,4.05510714992588,0.4228855721393035,3.006733995065674,-0.5386885710243828,72.36937676554543,391.27938077223394,64.88453141977095,0.1849557634183548,0.2992136529974308,low,normal,Non-Event,Non-Event,condition_like,0.6759999999999999,ML_Ensemble(RF),Dipelajari dari data (Confidence: 68%),True,,,"https://www.google.com/maps?q=-6.8666887,109.5242986"
229,1776327515.6,-6.8977534,109.4725256,-11.647621907400445,-1.1877268901613136,2.684364565084491,15.454458,0.1099998950958252,3138.6065635294317,2,5,0.1700000762939453,0.0,0.046791013715664145,10148.909916385513,175.82402677138907,57.72197375424358,0.1700000762939453,0.8141377623362203,0.1099998950958252,3138.6065635294317,47.81187263427899,4.064323181611199,0.43283582089552236,0.97761426025806,-0.5879728366372571,49.639602801594386,112.5323332239611,13.652090745833597,0.44111413083107276,0.29772881096833664,low,normal,Non-Event,Non-Event,condition_like,0.49328571428571427,ML_Ensemble(RF)_LOW_CONF,"ML ragu-ragu (Conf: 49%), pakai tebakan terbaik ML",True,,,"https://www.google.com/maps?q=-6.8977534,109.4725256"
501,1776413666.29,-6.8348661,109.4553644,32.51248410150579,3.3153507162492586,1.1525367764317231,0.00244016,0.14999985694885254,5162.933340768402,3,3,0.40000009536743164,0.029999971389770508,0.1999604262335043,12582.365468375012,191.64317071841816,65.65517234739944,0.8000001907348633,0.6808080671742827,0.14999985694885254,5162.933340768402,59.093416498118145,5.985655450379265,0.3880597014925373,2.195718060848188,0.39049724186284934,38.0942816474673,116.76566288129285,36.78322618965797,0.32624557923290687,0.29697048925627684,low,normal,Non-Event,Non-Event,condition_like,0.8192857142857143,ML_Ensemble(RF),Dipelajari dari data (Confidence: 82%),False,,,"https://www.google.com/maps?q=-6.8348661,109.4553644"
139,1776325499.55,-6.8950823,109.4072428,-16.041847872178394,-1.6358132361385789,2.877251381391188,2.190601,0.0,4785.059041758014,0,2,0.0,0.0,0.233021656058322,21615.2798817054,210.9323689538192,102.47493017045119,0.0,0.0,0.0,4785.059041758014,61.452714906618205,7.285953624434,0.4527363184079602,0.833494898985152,-0.4246141947039254,26.17973399528045,158.76940154720364,25.9832334113351,0.16489155703345906,0.29590837937970627,low,normal,Non-Event,Non-Event,condition_like,0.7733333333333333,ML_Ensemble(RF),Dipelajari dari data (Confidence: 77%),True,,,"https://www.google.com/maps?q=-6.8950823,109.4072428"
262,1776328076.73,-6.886614,109.5199406,-10.258267732826322,-1.0460521924231336,2.6962684266291994,9.213651,0.059999942779541016,2932.114166030594,1,2,0.0,0.0,0.28960406326171,10681.110724451704,98.78652957443485,108.12314859467176,0.1,0.0,0.059999942779541016,2932.114166030594,45.85086169291931,2.9066095998681973,0.4626865671641791,0.19306057815932443,-0.6177914487199122,22.62410802401143,54.63437306995185,21.528048480471572,0.41410025115405097,0.2943756099294389,low,normal,Non-Event,Non-Event,condition_like,0.9132857142857144,ML_Ensemble(RF),Dipelajari dari data (Confidence: 91%),False,,,"https://www.google.com/maps?q=-6.886614,109.5199406"
57,1775973393.53,-6.8769719,109.4488576,21.049938200194585,2.1464963264921852,2.754929387961922,11.390678,0.029999971389770508,7118.766617216671,2,4,0.5999999046325684,0.0,0.11626537549101124,37830.22857518148,527.9024179602422,71.66140410891084,0.5999999046325684,0.8707302022026254,0.029999971389770508,7118.766617216671,85.24191081812268,1.6994752531664303,0.3333333333333333,3.167356051807718,-0.6248710846945781,115.51647583483168,330.1424400339673,82.24350209144325,0.3498988965885381,0.2940809774529635,low,normal,Pothole,Pothole,event,0.98,R10,Extreme shock (53.7 m/s²) + Low Pitch/Roll Ratio (0.3) → Pothole,False,,,"https://www.google.com/maps?q=-6.8769719,109.4488576"
19,1775972910.7,-6.8924118,109.4383925,-34.88824907752405,-3.557611322676353,0.16703881776588647,12.268272,0.059999942779541016,4708.897910064431,1,4,0.0,0.0,0.4283936012454725,7375.226628816551,102.82242277583353,71.72780370258067,0.1,0.0,0.059999942779541016,4708.897910064431,49.29384293882221,7.1205848567354355,0.47761194029850745,4.517104113027529,-0.9398548308640441,25.758591910360867,61.580259261106605,15.48357160436604,0.4182930017044716,0.29370965470211474,low,normal,Non-Event,Non-Event,condition_like,0.9492857142857143,ML_Ensemble(RF),Dipelajari dari data (Confidence: 95%),False,,,"https://www.google.com/maps?q=-6.8924118,109.4383925"
369,1776329985.17,-6.8789385,109.5326339,-29.004366313806052,-2.95762225773389,2.3616354839522757,11.694599,0.14999985694885254,6430.324715737851,3,5,0.44999992847442627,0.08000004291534424,0.06260055721572459,18790.487271887236,138.64304868629227,135.53140467123657,0.8999998569488525,0.7313710549471434,0.14999985694885254,6430.324715737851,77.0345292053379,8.604433545689995,0.4079601990049751,3.2312355623071367,-0.22471962634032064,27.914070111496265,94.29399043676807,16.434988138027922,0.2960323312882026,0.2899711720695731,low,normal,Pothole,Pothole,event,0.98,R10,Extreme shock (60.6 m/s²) + Low Pitch/Roll Ratio (0.3) → Pothole,False,,,"https://www.google.com/maps?q=-6.8789385,109.5326339"
391,1776330363.28,-6.9072375,109.531958,-32.02610076670178,-3.2657534190270665,1.0724103457988925,10.089826,0.18999981880187988,8404.871125964824,2,6,0.940000057220459,0.0,0.21545025079961638,25983.870598261594,210.3116079561667,123.5493881066602,0.940000057220459,0.9063364352148678,0.18999981880187988,8404.871125964824,89.57742991955385,2.908818454956713,0.39303482587064675,3.574577533090504,-0.2291947485891322,29.664923999342115,150.76955337126276,29.877130585561822,0.196756726668394,0.2898600107908307,low,normal,Non-Event,Non-Event,condition_like,0.5593333333333333,ML_Ensemble(RF)_LOW_CONF,"ML ragu-ragu (Conf: 56%), pakai tebakan terbaik ML",True,,,"https://www.google.com/maps?q=-6.9072375,109.531958"
236,1776327572.14,-6.900495,109.481185,30.24034794390098,3.0836573084489585,2.06418148040876,17.017231,0.07999992370605469,3159.3456499915874,1,4,0.0,0.0,0.3620230167747766,10124.8066338766,134.08420410201742,75.51080775079498,0.1,0.0,0.07999992370605469,3159.3456499915874,49.54778641069107,3.2179756210023953,0.4577114427860697,2.222825188823826,0.7811915486985466,37.42772431982823,85.83781726300225,10.818662519186914,0.43602837394063054,0.28735463989225657,low,normal,Non-Event,Non-Event,condition_like,0.8952857142857142,ML_Ensemble(RF),Dipelajari dari data (Confidence: 90%),False,,,"https://www.google.com/maps?q=-6.900495,109.481185"
