event_id,time_s,lat,lon,peak_mag,peak_vertical,peak_mag_g,peak_vertical_g,peak_gyro_mag,speed_mean,event_duration,vert_jrk,level,num_peaks_accel,num_peaks_gyro,peak_interval_mean,peak_interval_std,asymmetry_score,vertical_energy,gyro_energy,accel_to_gyro_ratio,local_duration,top2_peak_ratio,duration_above_threshold,max_jerk,peak_to_peak,fft_high_low_ratio,zcr,kurtosis,skewness,gyro_pitch_energy,gyro_roll_energy,gyro_yaw_energy,gyro_pitch_roll_ratio,energy_psd_2_10,speed_vert_interaction,speed_normalized_p2p,horizontal_to_vertical_ratio,grav_y_std,grav_z_std,linear_jerk_3d_max,snr_vertical,crest_factor,hjorth_activity,hjorth_mobility,hjorth_complexity,corr_xy,corr_xz,corr_yz,impulse_factor,clearance_factor,shape_factor,time_center_of_mass,min_z_to_max_z_ratio,first_peak_polarity,rise_time_ratio,peak_asymmetry,waveform_complexity,trip_id,suggested_label,suggested_raw_label,suggested_kind,suggestion_confidence,suggestion_rule,suggestion_reason,needs_review,speed_factor,score,priority,label,brake_to_bump_ratio,down_up_asymmetry
223,1779784258.08,-6.8951518719954645,109.40791108004537,11.019785551672722,-0.4257345941333019,1.12370539905806,-0.0434128468063306,0.2005737768714484,1.6885836740362812,0.0,2.975944692708694,normal,0,0,0.0,0.0,0.9999996589492645,2.9321140667711174,0.40497031241386666,7.240300675358946,0.09999990463256836,0.0,0.0,2.975944692708694,0.17841729174949478,0.0,0.0,-1.5042391653858251,-0.20564665467789306,0.1608242022995383,0.07057681649408444,0.1735692936202438,2.2786791982012926,0.0,4.951652761747086,0.06635658591544456,72.40868079367344,0.0003817720284046116,0.004165259911524157,367.9913738919,1.0,1.1776401909363279,0.004273191947970611,0.13474219363473605,5.31440129373414,0.9999983387062003,-0.9999999994499147,-0.9999982776961321,1.1871946573423555,1.192017288806875,1.0081112779722392,0.04601834612432412,0.0,1.0,0.0,0.9999996097476163,0.9999943951935074,16b2f79d-1072-47bc-857d-326afb027ea2,Non-Event,Non-Event,condition_like,0.9909297317512212,ML_Ensemble(RF+XGB),Dipelajari dari data (Confidence: 99%),False,1.2722492415005942,0.0103990662053435,low,Non-Event,0.12519099969043812,2932114.0667711175
224,1779784363.8,-6.8951272,109.4078054,9.68893423317256,0.2657303182641546,0.9879963324042932,0.0270969513813743,0.0484061131455723,1.4588841,0.059999942779541,10.359809903892227,normal,0,0,0.0,0.0,0.9999971950419252,1.0521280934078405,0.525533566591876,2.002015015360371,0.5499999523162842,0.0,0.0,16.030478313478696,0.5731622123625488,0.0,0.14814814814814814,-0.01150640631032962,-1.5497881177671815,0.13775277668246252,0.17681098772353154,0.21096980218588202,0.7790918390548092,0.0,1.534932946636014,0.2330985069050423,139.01328590448833,0.0023457637923501103,0.009841094892436966,288.52552554402024,1.0,2.817866176946864,0.019483498259199514,0.3476438039657737,1.5424208447034562,-0.6595610492321847,0.036004549183932234,-0.5229625635315602,3.5780240974859434,4.32960043964548,1.2697545730041966,0.22538436108371737,-2.187254826743151,1.0,0.0,0.9999988856919071,5.064132833058955,16b2f79d-1072-47bc-857d-326afb027ea2,Non-Event,Non-Event,condition_like,0.9955761564323208,ML_Ensemble(RF+XGB),Dipelajari dari data (Confidence: 100%),False,1.29571904238132,0.0865454606375488,low,Non-Event,8.134084178502608,1.9492162693199306
225,1779784365.44,-6.8951272,109.4078054,10.352383870713112,0.1665878641225667,1.0556493675937362,0.0169872345931145,0.2786775631778597,1.4588841,0.059999942779541,74.07378818248372,normal,0,0,0.0,0.0,0.29038056588772104,116.12414689501259,38.956100037401626,2.980897569382577,1.9900000095367432,0.0,0.059999942779541016,74.07378818248372,4.146565641153538,0.0,0.1,7.95094744580598,0.1749467807792541,20.055884564910784,1.468243861908221,17.43197161058262,13.659768261572479,0.0,169.4116715311982,1.6863607524866824,19.559629623292913,0.019062788367962536,0.05727353546586426,3725.9325110270274,1.0,4.628377976408668,0.5497962545847235,0.2060878784702179,3.307960846269242,-0.7338198346793912,-0.2694244861580697,-0.25073920990559684,10.427005810757965,18.258933606206803,2.252839370491043,-0.31616921638608153,-5.690075433844108,-1.0,32.166661305556445,-0.49198605565133274,51.325159175870674,16b2f79d-1072-47bc-857d-326afb027ea2,Non-Event,Non-Event,condition_like,0.9860220428738752,ML_Ensemble(RF+XGB),Dipelajari dari data (Confidence: 99%),False,1.29571904238132,0.1377687381890556,low,Non-Event,4.573440124214715,33.04113057484246
226,1779784366.51,-6.8951272,109.4078054,21.754313248587348,-0.6304551350776388,2.2183225921785064,-0.0642885322793858,0.3872727880905714,1.4588841,0.059999942779541,164.28242301104729,normal,0,0,0.0,0.0,0.1997968774924326,376.66274560925467,103.35663345849248,3.6443015736984026,1.9900000095367432,0.0,0.059999942779541016,164.28242301104729,7.5075281008071855,0.0,0.105,0.8968987776378947,-0.8316754836126751,49.666143392259514,6.861628967700371,46.82886109853259,7.2382427536973095,0.0,549.5072906316864,3.053225689168183,48.78397741117077,0.10637459734680145,0.37760334835893605,6633.642752623553,1.0,3.0731385244648304,1.6743480178875796,0.38846260378401515,1.659865196622251,-0.8972593003464775,-0.04010649071908332,-0.31077311966861354,4.585125018698119,6.303622012019599,1.4919996743056583,-0.12602288673692438,-1.2818274352114976,-1.0,1.1397849339808073,-0.42490564586873825,26.104770313454516,16b2f79d-1072-47bc-857d-326afb027ea2,Non-Event,Non-Event,condition_like,0.9678020751068392,ML_Ensemble(RF+XGB),Dipelajari dari data (Confidence: 97%),False,1.29571904238132,0.2009015578507214,low,Non-Event,10.403379660416903,5.636018740379192
227,1779784369.59,-6.8951272,109.4078054,34.2182614143083,5.929323030081842,3.489291594408723,0.6046226825757871,2.3220164709929385,1.4588841,0.0299999713897705,187.52736475825097,normal,0,0,0.0,0.0,0.4372354538035736,1097.3166651178312,438.6732735077686,2.5014440789654224,1.9900000095367432,0.0,0.04999995231628418,232.0700378608385,14.195217296487474,0.0,0.095,1.5385233106298273,-0.6116225264409487,216.29067264434917,50.108257483703866,172.27434337971556,4.316467568209159,0.0,1600.8578354054284,5.773032285859864,83.06776610103759,0.13443740313984934,0.8708379900566133,10302.195268176494,1.0,3.5288944655879355,5.291910790796567,0.29966431795041426,2.665189502743294,-0.7735581432843361,-0.6669778952097112,0.22777929956524037,4.8878278720025,6.166943998124464,1.385086982040285,-0.6999162153728498,-1.3940702556428743,-1.0,12.266665848888945,-0.47404240860866576,33.535722951720494,16b2f79d-1072-47bc-857d-326afb027ea2,Non-Event,Non-Event,condition_like,0.9739333231199044,ML_Ensemble(RF+XGB),Dipelajari dari data (Confidence: 97%),False,1.29571904238132,0.2606522882160011,low,Non-Event,8.66479367651992,2.3086252975109516
228,1779784371.42,-6.8951272,109.4078054,31.29914612690781,1.0786509568252365,3.1916246757973226,0.1099917868818848,1.3969539651617908,1.4588841,0.059999942779541,278.2798438990595,normal,0,0,0.0,0.0,0.12882566655549044,1438.5271634605629,324.7545996098813,4.429582092937386,1.9900000095367432,0.0,0.029999971389770508,278.2798438990595,16.91718999516587,0.0,0.09,1.744902372834586,0.5134048527547037,126.70683754608476,55.02456090386274,143.02320115993382,2.3027323282911936,0.0,2098.644406190716,6.880027405588524,66.36310051527305,0.10161236175265298,0.8224320866328202,10525.243561709536,1.0,3.2257964544078193,7.076914757674292,0.2930957165631611,2.5970001975177426,-0.645035287324697,-0.7363276183268029,0.18699264847987057,4.320952838308375,5.179039905166124,1.3394990317062645,0.0009452923711575674,-0.9554514803459022,1.0,0.8425925847908095,-0.2526535571695206,33.273359008959346,16b2f79d-1072-47bc-857d-326afb027ea2,Non-Event,Non-Event,condition_like,0.8214548983241559,ML_Ensemble(RF+XGB),Dipelajari dari data (Confidence: 82%),False,1.29571904238132,0.3183646432930379,medium,Non-Event,4.633259862593166,1.224597344251334
229,1779784373.69,-6.8951272,109.4078054,43.59155134624411,-3.0295082440290804,4.445101165662496,-0.3089238673786747,3.24293422538289,1.4588841,0.0199999809265136,252.7747257210833,normal,0,0,0.0,0.0,0.2937714390262083,904.5304681016431,122.0137129854116,7.4133508321023,1.9900000095367432,0.0,0.029999971389770508,252.77472572108334,11.890003117945612,0.0,0.105,0.43930459862917726,0.13061536348470604,11.983037687061252,85.23515418012724,24.79552111822312,0.14058797290551683,0.0,1673.0013134916444,4.172546062402876,65.2960968700571,0.05429504902511863,0.22206974132973625,7095.2307335662035,1.0,2.7979855995437,4.514012239193305,0.384505579016519,1.48637911439025,-0.3097150090919346,-0.30280547729250773,-0.5783639101124609,3.68878703102858,4.477046629021645,1.3183717947227256,0.29445142258323986,-1.0017996950756274,1.0,0.4962405977726271,0.25961616892997325,38.78725806084502,16b2f79d-1072-47bc-857d-326afb027ea2,Non-Event,Non-Event,condition_like,0.6836847780049082,ML_Ensemble(RF+XGB),Dipelajari dari data (Confidence: 68%),True,1.29571904238132,0.3297412565424659,medium,Speed Bump,10.987734272900449,0.9016993714559425
230,1779784379.15,-6.895065,109.4075417,6.964231299727205,-0.7165954757135359,0.7101539567260181,-0.0730724024731723,0.8084292007691521,2.0398443,0.0,190.8834759020164,normal,0,0,0.0,0.0,0.2090159055902959,445.25743973348517,99.7923863525643,4.461837736784475,1.9900000095367432,0.0,0.0,190.88347590201641,6.673182089500169,0.0,0.11,-0.42296576367376604,-0.5780635608730317,14.505057746832312,58.13736831660167,27.1499602891303,0.24949628642192892,0.0,908.255850472943,2.195238121077507,122.37577339714157,0.12083098470363124,0.23987501919445633,6604.5919834377955,1.0,2.681477192784377,2.0124862323595245,0.39527712991093544,1.6608063936252995,-0.7064400760907277,-0.3118828961012724,-0.28642800002145163,3.3163707260884636,3.86444455040214,1.2367692376265054,0.08395949200522397,-1.4972470083471343,-1.0,0.8425925847908095,0.10821266015904778,97.41899694318212,16b2f79d-1072-47bc-857d-326afb027ea2,Non-Event,Non-Event,condition_like,0.969132304890119,ML_Ensemble(RF+XGB),Dipelajari dari data (Confidence: 97%),False,1.2399100713517115,0.1517518223797155,low,Non-Event,30.47429231336303,3.0004839942320127
231,1779784380.45,-6.895065,109.4075417,25.85592707400727,-3.918308836900895,2.636570803894018,-0.3995563048442531,1.8482489052986075,2.0398443,0.0299999713897705,186.85936896824185,normal,0,0,0.0,0.0,0.12846820313415255,521.1595233348642,198.6944460040597,2.6229194181970064,1.9900000095367432,0.0,0.07999992370605469,186.85936896824182,6.8466651781367975,0.0,0.135,-0.7510821936445145,-0.40868844060991316,20.387228942943786,145.61111766343146,32.69609939768444,0.14001148490636384,0.0,1063.0842830653394,2.25230784949637,205.25802400859703,0.06664824974353553,0.24156724626804474,11439.458935342842,1.0,2.4273256955144595,2.4155338329303206,0.4281072910430306,1.704784178624238,-0.4853089443905561,-0.35883787340673357,-0.484615428044629,2.942113571897838,3.400438065847289,1.212079513987489,-0.047323850960212424,-1.3380569310052808,-1.0,1.2613636220299589,0.001860538161457754,40.37983344893656,16b2f79d-1072-47bc-857d-326afb027ea2,Non-Event,Non-Event,condition_like,0.9831363627745424,ML_Ensemble(RF+XGB),Dipelajari dari data (Confidence: 98%),False,1.2399100713517115,0.2294304211563312,low,Non-Event,40.80262837574046,2.5508965871806244
232,1779784382.38,-6.895065,109.4075417,49.62374245689948,-0.1750889307265924,5.060213473194157,-0.0178541021374875,1.8626629333591205,2.0398443,0.0299999713897705,181.19351048683475,normal,0,0,0.0,0.0,0.2753756289339694,616.042040885991,184.50301139757872,3.3389267355619365,1.9900000095367432,0.0,0.06999993324279785,181.19351048683475,7.896995096033896,0.0,0.115,0.10155932069928486,0.6960134550531625,21.88050411993467,120.83820741579979,41.78429986184426,0.18107272862441545,0.0,1256.6298456616555,2.5978288085458514,152.21134203663635,0.08398786291770458,0.29726723744343336,7476.029359802607,1.0,3.0391335669688404,2.593208913292048,0.38214806103567917,1.7667072789278269,-0.6091271843573831,-0.21616500701092037,-0.4880308293259667,3.9317903294102146,4.668845731979975,1.2937200693893645,-0.6550985045242884,-2.0809691042583207,-1.0,11.437499285156294,-0.3708070445150715,60.93101592507539,16b2f79d-1072-47bc-857d-326afb027ea2,Non-Event,Non-Event,condition_like,0.9807303408091224,ML_Ensemble(RF+XGB),Dipelajari dari data (Confidence: 98%),False,1.2399100713517115,0.2265135802780554,low,Non-Event,27.88720919214553,6.5905319066046015
