event_id,time_s,lat,lon,peak_mag,peak_vertical,peak_mag_g,peak_vertical_g,peak_gyro_mag,speed_mean,event_duration,vert_jrk,num_peaks_accel,num_peaks_gyro,peak_interval_mean,peak_interval_std,asymmetry_score,vertical_energy,gyro_energy,accel_to_gyro_ratio,local_duration,fft_high_low_ratio,zcr,kurtosis,skewness,gyro_pitch_energy,gyro_roll_energy,gyro_yaw_energy,gyro_pitch_roll_ratio,level,trip_id,suggested_label,suggested_raw_label,suggested_kind,suggestion_confidence,suggestion_rule,suggestion_reason,needs_review,speed_factor,score,priority
11,1775972966.128,-6.8922577,109.4448662,50.24565,-35.587765888433594,5.123630393661444,-3.6289421860098603,1.897592157635236,18.682701,0.0,7.568421683154003,1,4,0.0,0.0,0.18197167758089158,26326.467431614026,583.2463226230685,45.137819760400056,0.1,15.906972548982996,0.3693467336683417,0.634419301308708,-0.1665246103248557,146.72579949523023,366.12182959963343,70.39869352820482,0.40075676245506336,normal,178e7720-4939-4df4-b9af-2a0a7e15ece3,Non-Event,Non-Event,condition_like,0.8677222222222223,ML_Ensemble(RF),Dipelajari dari data (Confidence: 87%),False,1.0,0.22077015777078202,low
12,1775973027.72,-6.8939047,109.4527191,50.29167,-30.025730459071696,5.1283231276735695,-3.061772415562062,1.2874148717002611,8.3444605,0.0,6.426553221541561,2,2,0.937999963760376,0.0,0.07482806274623977,22450.099770717403,419.00775659815736,53.5791983886079,0.937999963760376,64.08978278478347,0.3844221105527638,0.5730673676476834,-0.2059460906280098,139.93662725216848,206.5390252268421,72.5321041191468,0.677531165942827,normal,178e7720-4939-4df4-b9af-2a0a7e15ece3,Non-Event,Non-Event,condition_like,0.8806666666666668,ML_Ensemble(RF),Dipelajari dari data (Confidence: 88%),False,1.0,0.1341607227444818,low
13,1775973032.319,-6.8934909,109.4529924,83.82652,-32.71291459064963,8.547926152151858,-3.335788938184766,3.2376317973421966,9.682491,0.0,7.609866862674517,1,4,0.0,0.0,0.17717259211407874,28377.519572121368,650.9356051374396,43.59497207490244,0.1,20.929388132425036,0.3813131313131313,0.7948993966721769,-0.1942383430345374,146.18457843308693,415.9244564166068,88.82657028774582,0.35146906085078455,normal,178e7720-4939-4df4-b9af-2a0a7e15ece3,Non-Event,Non-Event,condition_like,0.9885858585858586,ML_Ensemble(RF),Dipelajari dari data (Confidence: 99%),False,1.0,0.23960695585036237,low
14,1775973053.9835,-6.8917017,109.4536683,56.028313,46.141519711579306,5.713297915190203,4.705125574133808,2.695067535505836,9.072494,0.24900007247924805,6.26458163814729,2,3,0.17600011825561523,0.0,0.3241197190520091,24745.177906580862,667.8331465339875,37.052934551023505,0.17600011825561523,10.91990491102639,0.29974811083123426,3.8699935084974317,0.22556992090707287,173.61381407076829,391.71001356896625,102.50931889425294,0.44322025889945954,normal,178e7720-4939-4df4-b9af-2a0a7e15ece3,Speed Bump,Speed Bump,event,0.5006666666666667,ML_Ensemble(RF)_LOW_CONF,"ML ragu-ragu (Conf: 50%), pakai tebakan terbaik ML",True,1.0,0.3454996468001447,medium
15,1775973067.1239998,-6.8910533,109.4538383,75.078026,51.129714185162406,7.655828035057843,5.213779851953767,3.403309182379115,7.441339,2.1459999084472656,4.775797293129877,2,5,0.2090001106262207,0.0,0.3295444260075356,37520.290595387254,1057.9738815454148,35.46428812128701,0.2090001106262207,14.256473660981856,0.34177215189873417,5.336976240797954,0.3438816737036147,305.4848782773603,569.0442521397608,183.44475112829366,0.5368385263392358,candidate,178e7720-4939-4df4-b9af-2a0a7e15ece3,Pothole,Pothole,event,0.6809696969696969,ML_Ensemble(RF),Dipelajari dari data (Confidence: 68%),True,1.0,0.5263611233302079,medium
16,1775973073.1651666,-6.8903863,109.4539875,97.00787,-52.225899432197124,9.892049782545518,-5.325559638836618,7.006658370653413,8.041139,2.9509999752044678,8.085681374171214,2,4,0.7860000133514404,0.0,0.7553772056448265,50373.911126757,1208.9506656389249,41.667466272055975,0.7860000133514404,8.60787710867795,0.3207070707070707,1.64801326144803,0.11938230023472261,366.4439917623625,667.6201966567846,174.88647721977762,0.5488809251854703,candidate,178e7720-4939-4df4-b9af-2a0a7e15ece3,Pothole,Pothole,event,0.6533333333333333,ML_Ensemble(RF),Dipelajari dari data (Confidence: 65%),True,1.0,0.6671094524842452,high
17,1775973076.984,-6.8903863,109.4539875,78.15018,-29.887002997649518,7.969100559314344,-3.0476261514023157,2.8964623562902125,8.041139,0.0,6.237276698998951,1,4,0.0,0.0,0.10281409028121943,24359.336168866088,592.3138769827425,41.125722483199716,0.1,39.172053817160105,0.3181818181818182,1.3935355692130535,-0.07273298602814698,198.3221718859603,335.786623633929,58.2050814628532,0.5906196296596656,normal,178e7720-4939-4df4-b9af-2a0a7e15ece3,Non-Event,Normal,condition_like,0.92,R6,amplitudo rendah + tidak ada struktur event → Non-Event,False,1.0,0.18399878815586818,low
18,1775973079.564,-6.8903863,109.4539875,70.087105,-39.70872748945186,7.146895728918642,-4.0491633217716405,4.848913240049903,8.041139,0.0,9.013354890843434,0,4,0.0,0.0,0.1265726172022488,42059.08004052167,1161.4795012787474,36.211642097862665,0.0,45.957989307941254,0.3316582914572864,0.4808561494715087,-0.24401830637231767,288.9752896224482,746.9974745331414,125.50673712315765,0.38684908461866346,candidate,178e7720-4939-4df4-b9af-2a0a7e15ece3,Pothole,Pothole,event,0.7077777777777778,ML_Ensemble(RF),Dipelajari dari data (Confidence: 71%),True,1.0,0.3762332055056902,medium
19,1775973087.1739998,-6.8897539,109.4541563,59.27706,47.93504192279692,6.044577913966544,4.88801394184527,1.9162198562942223,8.796218,0.24000000953674316,8.045275255395165,2,4,0.1549999713897705,0.0,0.43523084065045564,32257.848206404076,816.0762404690926,39.527983498617495,0.1549999713897705,13.372474315350136,0.35175879396984927,5.165769120911985,-0.4747620259614395,254.29263578117317,463.5305226468015,98.253082041118,0.5485995480524983,normal,178e7720-4939-4df4-b9af-2a0a7e15ece3,Pothole,Pothole,event,0.5846666666666667,ML_Ensemble(RF)_LOW_CONF,"ML ragu-ragu (Conf: 58%), pakai tebakan terbaik ML",True,1.0,0.3590655874297397,medium
20,1775973094.364,-6.8890621,109.454337,40.960815,-37.4720324175985,4.176840715228952,-3.8210838989459703,2.1826375540129197,7.7601833,0.0,9.16277971219995,3,2,0.3370000123977661,0.01700007915496826,0.06304416771824473,29917.321399321932,678.2129814145422,44.111985725799116,0.6740000247955322,66.22053741845897,0.40966921119592875,0.5290234840875518,-0.19019066265607454,206.05336075373793,350.138276505975,122.02134415482938,0.5884913875210964,normal,178e7720-4939-4df4-b9af-2a0a7e15ece3,Non-Event,Non-Event,condition_like,0.8875555555555557,ML_Ensemble(RF),Dipelajari dari data (Confidence: 89%),False,1.0,0.2688225322015673,low
21,1775973099.863,-6.8890621,109.454337,78.0431,39.42351248768277,7.958181438105775,4.020079485622794,4.801670871411197,7.760183299999999,1.3569998741149902,7.458363542358263,3,5,0.684499979019165,0.3644998073577881,0.6237357152265505,39087.101447829424,1186.366681193244,32.94689747656166,1.36899995803833,56.19877502784366,0.3341708542713568,0.90072367858106,0.02885998870861369,275.89921360474125,781.8374544130127,128.63001317548967,0.35288564354977725,candidate,178e7720-4939-4df4-b9af-2a0a7e15ece3,Non-Event,Non-Event,condition_like,0.76,ML_Ensemble(RF),Dipelajari dari data (Confidence: 76%),True,1.0,0.4530826872098259,medium
22,1775973105.378,-6.888273,109.4544477,38.387764,-30.687899726720325,3.9144625330770446,-3.129294889357765,0.9051162020333359,8.49295,0.0,5.641300781454075,1,3,0.0,0.0,0.16820195106201394,15846.566463262592,338.4607924476809,46.81950397221458,0.1,22.393888340825963,0.3248730964467005,1.0522203459570756,-0.3696997580555156,113.68257392625114,168.6073115386331,56.17090698279666,0.6742446232882277,normal,178e7720-4939-4df4-b9af-2a0a7e15ece3,Non-Event,Non-Event,condition_like,0.8743333333333334,ML_Ensemble(RF),Dipelajari dari data (Confidence: 87%),False,1.0,0.11702442386269771,low
23,1775973111.156,-6.8875668,109.4546063,34.59198,-31.17519343816542,3.5274002845008234,-3.17898501916204,1.61982361568706,8.748815,0.0,8.778406408528786,2,6,0.7260000705718994,0.0,0.04240179529249663,30407.201614555364,669.975283390015,45.385557233264024,0.7260000705718994,113.7964511746339,0.40302267002518893,-0.0797611263230813,-0.1582614700866262,210.06466510058814,330.03529614552593,129.8753221439009,0.6364915114154052,normal,178e7720-4939-4df4-b9af-2a0a7e15ece3,Non-Event,Non-Event,condition_like,0.9253333333333333,ML_Ensemble(RF),Dipelajari dari data (Confidence: 93%),False,1.0,0.18714819102786942,low
24,1775973113.963,-6.8875668,109.4546063,44.94457,-42.90714853827085,4.58307067143214,-4.375311501712701,1.9234181835748174,8.748815,0.4140000343322754,9.562878159063802,1,3,0.0,0.0,0.3120549394554709,35014.27823248855,707.7595248431822,49.471998544667606,0.1,145.02852838728526,0.40554156171284633,0.49745025115678,-0.18124947980332826,174.33795715766632,384.4186750350265,149.00289265048937,0.4535106331352679,normal,178e7720-4939-4df4-b9af-2a0a7e15ece3,Non-Event,Non-Event,condition_like,0.9088888888888889,ML_Ensemble(RF),Dipelajari dari data (Confidence: 91%),False,1.0,0.3464470193024083,medium
25,1775973122.795,-6.8866528,109.4548345,41.40913,-31.560827241250934,4.2225561226310715,-3.218308723289904,1.8492117460471502,9.22765,0.0,8.130812734063571,1,4,0.0,0.0,0.00969021538410715,27013.810806118563,540.7780151006581,49.95360388520366,0.1,83.933188193239,0.3778337531486146,0.04545323812706048,-0.21874963931142324,190.76627831240933,261.79317906616825,88.2185577220805,0.7286907866132843,normal,178e7720-4939-4df4-b9af-2a0a7e15ece3,Non-Event,Non-Event,condition_like,0.8543888888888889,ML_Ensemble(RF),Dipelajari dari data (Confidence: 85%),False,1.0,0.1896990130851773,low
26,1775973131.129,-6.8858567,109.4550333,57.211285,-40.91636271175361,5.8339274879800955,-4.17230784332607,1.357348694203612,8.969035,0.0,9.726776804197105,2,3,0.14800000190734863,0.0,0.14519283553395992,34058.20517820825,656.5555680517523,51.87406334455088,0.14800000190734863,53.73052228781958,0.40703517587939697,2.712438350572267,0.004217335706305271,213.75183671496274,304.5420401879335,138.26169114885602,0.7018795693401689,normal,178e7720-4939-4df4-b9af-2a0a7e15ece3,Non-Event,Non-Event,condition_like,0.9178888888888889,ML_Ensemble(RF),Dipelajari dari data (Confidence: 92%),False,1.0,0.2804430197620948,low
27,1775973135.1253335,-6.8858567,109.4550333,73.94931,-33.38043461356125,7.540731034553084,-3.403857037169803,3.4844228710942953,8.969035,1.3570001125335693,5.770025057285102,3,5,0.6859999895095825,0.24999988079071045,0.705459235545522,34154.93264468612,813.032736714623,42.00929564127172,1.371999979019165,8.057324194332407,0.3458646616541353,0.8774454597773662,-0.041944733105716295,179.15156615006907,475.8942647191977,157.9869058453563,0.37645245815123524,normal,178e7720-4939-4df4-b9af-2a0a7e15ece3,Non-Event,Non-Event,condition_like,0.8413333333333333,ML_Ensemble(RF),Dipelajari dari data (Confidence: 84%),False,1.0,0.3312032382522445,medium
28,1775973139.506,-6.8858567,109.4550333,58.05943,-34.721008549389154,5.9204142087257114,-3.540557534875738,2.6077579999697535,8.969035,0.0,6.637565605222741,2,4,0.5999999046325684,0.0,0.2534162593005352,24579.749163527766,741.3482772886496,33.155468061878274,0.5999999046325684,7.723239475368821,0.31645569620253167,2.394909459248841,0.1372822682439014,191.08252632797087,441.896203755796,108.36954720488288,0.4324149523609697,normal,178e7720-4939-4df4-b9af-2a0a7e15ece3,Pothole,Pothole,event,0.6534696969696969,ML_Ensemble(RF),Dipelajari dari data (Confidence: 65%),True,1.0,0.2240763195407781,low
29,1775973146.665,-6.8854233,109.4551017,90.22953,-40.593938286625175,9.200851463037838,-4.139429701949715,4.886953131329633,5.1693554,0.0,7.970727927320457,1,4,0.0,0.0,0.062295739123407905,30537.110854285012,891.294992557036,34.26150833902432,0.1,65.41953495796098,0.38734177215189874,1.0123235808641704,-0.08156509363274594,272.02759840202896,506.16003084468383,113.10736331032328,0.5374339759910185,candidate,178e7720-4939-4df4-b9af-2a0a7e15ece3,Pothole,Pothole,event,0.7119696969696969,ML_Ensemble(RF),Dipelajari dari data (Confidence: 71%),True,1.0,0.3717234832507349,medium
30,1775973157.157,-6.8847717,109.4551867,76.62914,32.47994485072771,7.813997644455549,3.3120326360916024,2.0109068172872906,4.2721944,0.0,7.402948974122456,2,3,0.15400004386901855,0.0,0.041225116946685396,22442.116981039188,622.2427882852498,36.066495855769936,0.15400004386901855,66.46483711275577,0.37092731829573933,1.1368405908470347,0.08913427773021732,225.00557787076954,324.75846406416883,72.47874635031141,0.6928397627027546,normal,178e7720-4939-4df4-b9af-2a0a7e15ece3,Non-Event,Non-Event,condition_like,0.8190303030303031,ML_Ensemble(RF),Dipelajari dari data (Confidence: 82%),False,1.0,0.19381915081278667,low
31,1775973170.375,-6.8846582,109.4547392,29.214878,-34.140034649342006,2.979088475677219,-3.4813146843562284,2.228632122408553,7.8310566,0.0,7.891740602041643,2,3,0.3410000801086426,0.0,0.38373613135441725,25099.451176050712,912.4621844351668,27.507387787342015,0.3410000801086426,13.037870352861571,0.3484848484848485,2.6398962470043834,-0.40159183793292336,290.3224309190929,524.3595070512098,97.7802464648642,0.5536705761245384,normal,178e7720-4939-4df4-b9af-2a0a7e15ece3,Non-Event,Non-Event,condition_like,0.7862525252525253,ML_Ensemble(RF),Dipelajari dari data (Confidence: 79%),True,1.0,0.2228292670329009,low
32,1775973193.698,-6.8847364,109.452663,88.423584,50.92685809088467,9.016696221441574,5.193094287130129,1.8853385391455564,7.58755,0.0,9.80622436298421,1,5,0.0,0.0,0.018652012941539984,45445.194811825706,988.7778055010035,45.96097779807883,0.1,48.903424553100955,0.3434343434343434,4.490714497361914,-0.07443339002040118,232.80565410935432,569.3706476680917,186.60150372355753,0.408882429492894,candidate,178e7720-4939-4df4-b9af-2a0a7e15ece3,Non-Event,Crack,condition_like,0.76,R4,spike kecil/rapat + durasi sangat singkat → Non-Event,True,1.0,0.390972761986353,medium
33,1775973197.52025,-6.8847364,109.452663,86.53735,-42.89553256167615,8.824353882314552,-4.374127001746381,3.648732408423678,7.58755,2.1579999923706055,10.031788676221188,1,4,0.0,0.0,0.17980675333029128,50263.79236508351,1256.0171972363325,40.018394999417715,0.1,45.525615841410165,0.3634085213032581,1.8292321137503835,-0.5201847503424034,406.85881735609166,657.0557053096336,192.10267457060746,0.6192151037561523,normal,178e7720-4939-4df4-b9af-2a0a7e15ece3,Non-Event,Non-Event,condition_like,0.7588888888888888,ML_Ensemble(RF),Dipelajari dari data (Confidence: 76%),True,1.0,0.5290530261209128,medium
34,1775973206.908,-6.8846939,109.4522318,56.220917,31.870258938155214,5.732938057338643,3.2498619751041606,3.709585488151776,4.2011566,0.0,8.311351954451478,3,5,0.4515000581741333,0.29949986934661865,0.22254966257477368,29699.79878855054,724.8249458785396,40.97513326004133,0.9030001163482666,60.16660871690462,0.3401015228426396,1.1294552443468486,0.08483234321091673,214.40100311394679,387.2995076130215,123.12443515157133,0.5535793316179238,normal,178e7720-4939-4df4-b9af-2a0a7e15ece3,Non-Event,Non-Event,condition_like,0.8986666666666666,ML_Ensemble(RF),Dipelajari dari data (Confidence: 90%),False,1.0,0.2569584534237867,low
35,1775973209.6985,-6.8846939,109.4522318,57.84824,33.49134422940481,5.898878822023831,3.4151666705148864,2.246359597354128,4.2011566,0.8229999542236328,7.678749107931194,1,5,0.0,0.0,0.29867843893445695,33292.96435092669,902.915214503416,36.87274705229589,0.1,27.090533358510854,0.34430379746835443,0.6499276254039565,0.3058264453953575,291.7045273185994,487.02529892324674,124.18538826156987,0.5989514864311379,normal,178e7720-4939-4df4-b9af-2a0a7e15ece3,Non-Event,Non-Event,condition_like,0.8346969696969697,ML_Ensemble(RF),Dipelajari dari data (Confidence: 83%),False,1.0,0.2763519715973324,low
36,1775973212.924,-6.884681,109.4522062,77.26953,-40.55411734325541,7.879299251018442,-4.135369095792694,4.254446117409116,2.4447591,0.0,4.3927085281403455,2,3,0.7249999046325684,0.0,0.3903529442973089,22138.831704062155,661.7188814884292,33.456551248481674,0.7249999046325684,10.27164578334174,0.31645569620253167,4.145198821365476,-0.11498751587376856,183.30475835513062,304.9459821344674,173.46814099883127,0.6011056662264723,candidate,178e7720-4939-4df4-b9af-2a0a7e15ece3,Pothole,Pothole,event,0.8686666666666666,ML_Ensemble(RF),Dipelajari dari data (Confidence: 87%),False,1.0,0.30256753624351757,medium
37,1775973254.389,-6.8835733,109.4488433,79.20264,33.70861214368527,8.076421611865419,3.437321831990055,3.5156807332465867,9.17338,0.0,8.976723339565641,1,3,0.0,0.0,0.10633599389669944,34720.95087850791,721.1199099939686,48.14865093746983,0.1,20.50256567117053,0.3383838383838384,0.4096450589459453,-0.030112874540956937,196.00835600130682,404.3644396112655,120.74711438139629,0.48473193069352716,normal,178e7720-4939-4df4-b9af-2a0a7e15ece3,Non-Event,Non-Event,condition_like,0.9588888888888889,ML_Ensemble(RF),Dipelajari dari data (Confidence: 96%),False,1.0,0.27623796718153304,low
38,1775973260.605,-6.8835733,109.4488433,59.079205,-29.591251331872485,6.024402318834669,-3.017467874541509,3.1434237468383897,9.17338,0.0,6.057891578186107,3,3,0.3049999475479126,0.024000048637390137,0.5099513414422214,23459.414904518962,557.2257332887515,42.10037954270507,0.6099998950958252,31.159560733444476,0.30730478589420657,0.8561374249958429,0.06404463244584867,169.39139242654153,294.0305878544795,93.8037530077305,0.5761012590100824,normal,178e7720-4939-4df4-b9af-2a0a7e15ece3,Non-Event,Non-Event,condition_like,0.8365,ML_Ensemble(RF),Dipelajari dari data (Confidence: 84%),False,1.0,0.18712478797916357,low
39,1775973263.56,-6.8833,109.448115,55.970535,35.86015398392732,5.707406198854859,3.6567180417295733,1.1741638500306293,7.2416267,0.0,5.491737244320931,2,4,0.9249999523162842,0.0,0.10268104618573556,16668.485603629404,338.8012846864578,49.19841307525375,0.9249999523162842,69.29915696183494,0.33668341708542715,3.9608543963053435,-0.0698409058518995,101.68796743725018,183.57969023792094,53.53362701128668,0.5539173028974194,normal,178e7720-4939-4df4-b9af-2a0a7e15ece3,Non-Event,Non-Event,condition_like,0.826,ML_Ensemble(RF),Dipelajari dari data (Confidence: 83%),False,1.0,0.171466582014295,low
40,1775973269.334,-6.8833,109.448115,64.03366,45.22175277131646,6.529616127831624,4.611335448019095,1.7465333190441144,7.2416267,0.0,7.877967524265629,1,5,0.0,0.0,0.048708276839991065,29218.433596084316,797.7734914769877,36.62497422089659,0.1,86.23024800928826,0.3291139240506329,3.186702968111505,-0.015860002706982568,186.88203613132964,535.5594693864886,75.33198595916951,0.34894730924366907,normal,178e7720-4939-4df4-b9af-2a0a7e15ece3,Non-Event,Non-Event,condition_like,0.8730303030303032,ML_Ensemble(RF),Dipelajari dari data (Confidence: 87%),False,1.0,0.30827753461339746,medium
41,1775973279.854,-6.8830933,109.4474333,59.96745,-36.22111953135406,6.1149781015943265,-3.693526283833324,0.38677222463615457,7.538107,0.0,7.705834041755609,1,3,0.0,0.0,0.20140211463050392,24277.746112835568,766.3434065219787,31.67998298744324,0.1,205.37854828665283,0.3282828282828283,1.4859705405458978,-0.12804971875091184,228.03495524196046,446.8227687476278,91.48568253239058,0.5103476605965225,normal,178e7720-4939-4df4-b9af-2a0a7e15ece3,Non-Event,Non-Event,condition_like,0.7979191919191919,ML_Ensemble(RF),Dipelajari dari data (Confidence: 80%),True,1.0,0.17805422692294576,low
42,1775973350.051,-6.8806217,109.4482833,56.41494,31.15769281310802,5.752722897217705,3.1772004520512125,2.232700110714827,8.603067,0.0,7.493821416647234,3,4,0.4739999771118164,0.312000036239624,0.20148170026542764,26212.84977728896,515.9952161107223,50.800567346468654,0.9479999542236328,19.42845534802348,0.3661616161616162,0.7406925664456674,0.07774477455648131,157.0647949011268,266.976420174446,91.95400103514959,0.5883096125500107,normal,cc249e1a-62c0-4274-812f-0019a041760e,Non-Event,Non-Event,condition_like,0.8335555555555555,ML_Ensemble(RF),Dipelajari dari data (Confidence: 83%),False,1.0,0.1902889965970665,low
