timestamp,ax,ay,az,magnitude,gx,gy,gz,lat,lon,alt,speed,accuracy,bearing
1776330076012,14.32005,8.748,0.52395004,17.753704,-0.4912875,0.1375,0.2003375,-6.8887754,109.5312347,31.200000762939453,10.411187,2.546,180.94102
1776330082384,-6.7219505,19.621052,3.4099503,16.815195,0.42075,-0.2668875,0.02255,-6.8889993,109.5312327,31.200000762939453,6.840019,2.532,181.88385
1776330082385,1.6720501,9.02595,-2.96895,11.0812025,0.42075,-0.2668875,0.02255,-6.8889993,109.5312327,31.200000762939453,6.840019,2.532,181.88385
1776330082385,0.46905002,10.153951,7.3279505,12.240901,0.42075,-0.2668875,0.02255,-6.8889993,109.5312327,31.200000762939453,6.840019,2.532,181.88385
1776330082385,5.6260505,6.9349504,3.20895,10.039474,0.42075,-0.2668875,0.02255,-6.8889993,109.5312327,31.200000762939453,6.840019,2.532,181.88385
1776330082385,-6.681,2.41995,17.019001,16.762167,0.42075,-0.2668875,0.02255,-6.8889993,109.5312327,31.200000762939453,6.840019,2.532,181.88385
1776330082385,-9.948001,19.84905,2.1340501,21.19623,0.42075,-0.2668875,0.02255,-6.8889993,109.5312327,31.200000762939453,6.840019,2.532,181.88385
1776330082386,17.364,-1.9950001,1.26195,18.258228,0.42075,-0.2668875,0.02255,-6.8889993,109.5312327,31.200000762939453,6.840019,2.532,181.88385
1776330082386,-4.1929502,23.154001,-2.9190001,22.620407,0.42075,-0.2668875,0.02255,-6.8889993,109.5312327,31.200000762939453,6.840019,2.532,181.88385
1776330082386,6.0400505,11.81595,-13.882951,19.888147,0.42075,-0.2668875,0.02255,-6.8889993,109.5312327,31.200000762939453,6.840019,2.532,181.88385
1776330082386,-2.8540502,8.179951,14.67195,17.60873,0.42075,-0.2668875,0.02255,-6.8889993,109.5312327,31.200000762939453,6.840019,2.532,181.88385
1776330082386,7.4560504,12.331051,-9.747001,17.439253,0.42075,-0.2668875,0.02255,-6.8889993,109.5312327,31.200000762939453,6.840019,2.532,181.88385
