event_id,time_s,lat,lon,peak_mag,peak_vertical,peak_mag_g,peak_vertical_g,peak_gyro_mag,speed_mean,event_duration,vert_jrk,level,num_peaks_accel,num_peaks_gyro,peak_interval_mean,peak_interval_std,asymmetry_score,vertical_energy,gyro_energy,accel_to_gyro_ratio,local_duration,top2_peak_ratio,duration_above_threshold,max_jerk,peak_to_peak,fft_high_low_ratio,zcr,kurtosis,skewness,gyro_pitch_energy,gyro_roll_energy,gyro_yaw_energy,gyro_pitch_roll_ratio,trip_id,suggested_label,suggested_raw_label,suggested_kind,suggestion_confidence,suggestion_rule,suggestion_reason,needs_review,speed_factor,score,priority
10,1775973054.02,-6.8917017,109.4536683,78.95295,-43.20919223330364,8.050960317743572,-4.40611138699797,2.4074347069287256,9.072494,0.3599996566772461,38.35122860682222,normal,2,2,0.15000009536743164,0.0,0.062485537370668726,14021.225339297707,260.73528436414074,53.77571094650952,0.15000009536743164,0.8386412583903072,0.3599996566772461,3835.1265181438825,73.34161756239851,4.235933553999881,0.4577114427860697,4.785431573698218,-0.29283752174651784,68.57613293807957,151.2719445949745,40.88720683108669,0.45333014438572655,178e7720-4939-4df4-b9af-2a0a7e15ece3,Non-Event,Non-Event,condition_like,0.9763901375807249,ML_Ensemble(RF+XGB),Dipelajari dari data (Confidence: 98%),False,1.0,0.4460019345541872,medium
11,1775973066.455,-6.8910533,109.4538383,84.00328049999999,37.080412814198816,8.565950706918263,3.7811498130553063,3.1671792116391204,7.441339,0.20999979972839355,46.16161248003495,normal,2,4,0.15999984741210938,0.0,0.13687007203474233,18194.05255494867,487.140029127704,37.348711725002545,0.15999984741210938,0.8817086336910362,0.20999979972839355,4616.165650322116,72.29859992223302,10.357043233678215,0.48,2.9442388962787547,0.35557264884394346,133.09615946369857,252.7856908872595,101.25817877674592,0.5265177727031262,178e7720-4939-4df4-b9af-2a0a7e15ece3,Non-Event,Non-Event,condition_like,0.9484744776104541,ML_Ensemble(RF+XGB),Dipelajari dari data (Confidence: 95%),False,1.0,0.3923671389260127,medium
12,1775973074.27,-6.8903863,109.4539875,50.262844,-42.277150635006144,5.125383693718039,-4.311069594102588,3.1037679757924903,8.041139,0.17999982833862305,46.22105187420465,normal,2,4,0.9900000095367432,0.0,0.21840941530350472,18043.140456480804,425.015119454411,42.452937761813565,0.9900000095367432,0.8275880025446857,0.17999982833862305,6162.699379779377,74.38057022261873,2.925388048076429,0.4427860696517413,2.4782998163119085,1.1576877416339686,129.46681927699075,242.17916313512129,53.369137042298945,0.5345910732632478,178e7720-4939-4df4-b9af-2a0a7e15ece3,Non-Event,Non-Event,condition_like,0.8528796821956379,ML_Ensemble(RF+XGB),Dipelajari dari data (Confidence: 85%),False,1.0,0.4676895316812168,medium
13,1775973087.16,-6.8897539,109.4541563,44.95733,-29.875341140164068,4.584371829319901,-3.0464369728871805,5.422519734533591,8.796218,0.3599996566772461,38.08702210562778,candidate,2,3,0.15999984741210938,0.0,0.24295306733436534,11495.4652763383,326.68460016577694,35.188267935851975,0.15999984741210938,0.8583339968516813,0.3599996566772461,3808.705842827719,49.74944072390503,5.1704867495437,0.43781094527363185,2.7073222574950657,-0.5566564359703722,108.81309467092896,178.46752293853743,39.403982556310574,0.6097080985356371,178e7720-4939-4df4-b9af-2a0a7e15ece3,Non-Event,Non-Event,condition_like,0.8873343270515082,ML_Ensemble(RF+XGB),Dipelajari dari data (Confidence: 89%),False,1.0,0.3416729183537496,medium
14,1775973100.2649999,-6.8890621,109.454337,82.30194,-41.641728520647185,8.392462257753667,-4.2462745708929335,3.4452133200245383,7.7601833,0.12999987602233887,44.15747782532936,normal,2,4,0.29000020027160645,0.0,0.2678478259373402,16583.55658900978,320.6827112282222,51.71328530241337,0.29000020027160645,0.9737127134188767,0.12999987602233887,4415.7519937222,73.27690898055991,16.99283447831486,0.52,3.094608153211441,0.3371880184585014,84.73527481652351,187.36410172002888,48.58333469166978,0.4522492493833797,178e7720-4939-4df4-b9af-2a0a7e15ece3,Speed Bump,Speed Bump,event,0.7078636368101188,ML_Ensemble(RF+XGB),Dipelajari dari data (Confidence: 71%),True,1.0,0.4587232130875312,medium
15,1775973105.37,-6.888273,109.4544477,38.387764,-31.5387278952374,3.9144625330770446,-3.216055217147283,0.9051162020333359,8.49295,0.059999942779541016,39.160076699817445,normal,1,3,0.0,0.0,0.27126741769592894,6550.5077946749325,122.22357759313587,53.594469005694876,0.1,0.0,0.059999942779541016,3916.011404581244,45.495042234954525,4.9593596739409485,0.48756218905472637,4.020833883853386,-1.1275453771609438,41.411214703504996,60.31778133037106,20.494581559259807,0.6865506837882155,178e7720-4939-4df4-b9af-2a0a7e15ece3,Pothole,Pothole,event,0.787205134232839,ML_Ensemble(RF+XGB),Dipelajari dari data (Confidence: 79%),True,1.0,0.1976124073477274,low
16,1775973131.12,-6.8858567,109.4550333,49.4010815,-34.284486543404086,5.037508374419399,-3.4960446781932757,1.357348694203612,8.969035,0.22999978065490723,64.2255370572402,normal,2,3,0.18000006675720215,0.0,0.012455604392168425,13148.674641182228,230.17576137747753,57.12449697296544,0.18000006675720215,0.5295763666799415,0.22999978065490723,6422.559830754377,66.30294314498781,13.209966050414845,0.4925373134328358,3.2791994026852285,0.07668148308816308,82.19630230869632,92.51113632701282,55.468322741768375,0.8885016948623696,178e7720-4939-4df4-b9af-2a0a7e15ece3,Pothole,Pothole,event,0.773473121982774,ML_Ensemble(RF+XGB),Dipelajari dari data (Confidence: 77%),True,1.0,0.3369016417515632,medium
17,1775973135.04,-6.8858567,109.4550333,43.112103,-32.40312405124388,4.3962110404674375,-3.3041990946188435,2.206539614480957,8.969035,0.0,25.896639213840537,normal,0,6,0.0,0.0,0.5587422425103802,12904.175855427864,352.2165069900384,36.63705579578578,0.0,0.0,0.0,4042.3457967411596,62.873397308353475,3.3496078804609883,0.35323383084577115,1.7583218726075973,-0.4617166914342916,76.55905716801921,219.4802232094222,56.177226612597046,0.34881984216932727,178e7720-4939-4df4-b9af-2a0a7e15ece3,Pothole,Pothole,event,0.7830673938592275,ML_Ensemble(RF+XGB),Dipelajari dari data (Confidence: 78%),True,1.0,0.2055033153883269,low
18,1775973146.67,-6.8854233,109.4551017,84.95606,-32.14681935569938,8.663107177272565,-3.2780632892679336,2.604351609356204,5.1693554,0.029999971389770508,32.352687049708784,normal,1,3,0.0,0.0,0.26757858702901516,10531.286980325998,353.33745011428266,29.805181837120863,0.1,0.0,0.029999971389770508,3235.2717903664916,56.50191019910862,6.551222935635004,0.5074626865671642,1.9583742116447072,-0.3803336875844476,98.78907969299303,217.39566081665654,37.15270960463313,0.4544206580180431,178e7720-4939-4df4-b9af-2a0a7e15ece3,Pothole,Pothole,event,0.8774376459977566,ML_Ensemble(RF+XGB),Dipelajari dari data (Confidence: 88%),False,1.0,0.23861350172199225,low
19,1775973170.46,-6.8846582,109.4547392,84.83046,-34.395284971111344,8.650299541637564,-3.5073429735038313,3.9681443754294263,7.8310566,0.20999979972839355,39.610497497387485,normal,2,4,0.25999999046325684,0.0,0.1764342453086675,11105.220166347613,348.5931580622243,31.857252150967536,0.25999999046325684,0.8877024649365135,0.20999979972839355,3961.053527293763,56.22833821509319,10.807712616371337,0.43283582089552236,3.8039359711302545,-0.827532274408666,105.44265830446818,206.40775505075692,36.742744706999254,0.5108463960944336,178e7720-4939-4df4-b9af-2a0a7e15ece3,Pothole,Pothole,event,0.7926161052976918,ML_Ensemble(RF+XGB),Dipelajari dari data (Confidence: 79%),True,1.0,0.3561579018441434,medium
20,1775973177.36,-6.8846569,109.4540429,58.19514,-32.084603116915666,5.934252777452036,-3.2717189985281077,2.6286828571132825,6.7403836,0.1399998664855957,47.691776451390865,normal,1,5,0.0,0.0,0.1483794080950383,12022.94412313609,276.07504507006604,43.54955036423229,0.1,0.0,0.1399998664855957,4769.1821933856545,51.44567724043461,11.636289961502166,0.48756218905472637,2.250091022212314,-0.4279887137928636,69.97726158941808,172.79339503873885,33.30438844190912,0.4049764817037901,178e7720-4939-4df4-b9af-2a0a7e15ece3,Non-Event,Non-Event,condition_like,0.9222553201199332,ML_Ensemble(RF+XGB),Dipelajari dari data (Confidence: 92%),False,1.0,0.2978531898407148,low
21,1775973193.71,-6.8847364,109.452663,69.46726,-41.279428264237566,7.083689129315312,-4.209330226350239,3.7625887292261972,7.58755,0.07999992370605469,50.15008342863074,normal,1,3,0.0,0.0,0.23779439261095536,14131.326415207506,382.32918055833403,36.961150487152686,0.1,0.0,0.07999992370605469,5015.013125552288,66.58420740701749,5.541456615620402,0.5223880597014925,4.67854928043988,-1.3347923182413906,94.3341018582522,226.20302255946297,61.79205614061887,0.417032895377962,178e7720-4939-4df4-b9af-2a0a7e15ece3,Non-Event,Non-Event,condition_like,0.8551901736189595,ML_Ensemble(RF+XGB),Dipelajari dari data (Confidence: 86%),False,1.0,0.4799860973001323,medium
22,1775973197.84,-6.8847364,109.45266299999999,78.14529499999999,-33.561099346010785,7.968602427944303,-3.4222797128490146,3.648732408423678,7.58755,0.04999995231628418,56.725211241687155,normal,1,3,0.0,0.0,0.012638966620209273,21431.9210488696,464.8603609744864,46.103997677577595,0.1,0.0,0.04999995231628418,5672.52653391158,61.77304533077447,13.413045545366458,0.5373134328358209,0.23175158927797268,-0.274933618656301,127.39558861024747,265.95051674680064,71.51425561743824,0.4790198932101159,178e7720-4939-4df4-b9af-2a0a7e15ece3,Non-Event,Non-Event,condition_like,0.873381528332702,ML_Ensemble(RF+XGB),Dipelajari dari data (Confidence: 87%),False,1.0,0.37780040443748664,medium
23,1775973212.92,-6.884681,109.4522062,80.133117,-45.73105129744892,8.171303860135724,-4.663269444453399,3.1279107910859905,2.4447591,0.12999987602233887,37.29945304244566,normal,1,4,0.0,0.0,0.18827700448867146,11566.543773729258,263.870257484235,43.83420791782907,0.1,0.0,0.12999987602233887,3729.948861400997,75.08610526700448,7.6582423830852155,0.472636815920398,8.011274813683041,-0.28290328206422555,65.74367673426512,121.61783411140792,76.50874663856206,0.5405759498517687,178e7720-4939-4df4-b9af-2a0a7e15ece3,Non-Event,Non-Event,condition_like,0.9073557544744351,ML_Ensemble(RF+XGB),Dipelajari dari data (Confidence: 91%),False,1.0,0.4878356105473705,medium
24,1775973269.39,-6.8833,109.448115,69.88611,-36.23293258975249,7.126399942895893,-3.6947308805506967,4.161833768752217,7.2416267,0.25999975204467773,52.854589231580725,candidate,2,3,0.4099998474121094,0.0,0.3354498581126339,14465.073092532628,298.73976061813426,48.42031410275639,0.4099998474121094,0.8380339889987427,0.25999975204467773,5285.463963769305,63.32876115082513,31.678050284612212,0.472636815920398,2.6913944650156543,-0.42112205528638874,72.33282317896845,200.1332943482711,26.273643090894737,0.3614232357144531,178e7720-4939-4df4-b9af-2a0a7e15ece3,Non-Event,Non-Event,condition_like,0.9485254707199775,ML_Ensemble(RF+XGB),Dipelajari dari data (Confidence: 95%),False,1.0,0.438619369882965,medium
25,1775973279.85,-6.8830933,109.4474333,58.74172,-29.599309829096992,5.989988426220983,-3.0182896125687155,0.38677222463615457,7.538107,0.019999980926513672,33.06404189394847,normal,1,5,0.0,0.0,0.22826499068132877,9874.086871317057,251.8620484244824,39.20434576737483,0.1,0.0,0.019999980926513672,3306.4073426306095,54.48432422392574,9.970769133307074,0.43781094527363185,1.5440149149506972,-0.09547154991446107,81.46138871877139,139.82908589462025,30.571573811090758,0.5825782784390443,178e7720-4939-4df4-b9af-2a0a7e15ece3,Non-Event,Non-Event,condition_like,0.8416886395750345,ML_Ensemble(RF+XGB),Dipelajari dari data (Confidence: 84%),False,1.0,0.1273493209224959,low
26,1775973391.11,-6.8769719,109.4488576,53.5199615,32.45692036924509,5.457517245950452,3.3096847923852786,0.7136453062016522,11.390678,0.11999988555908203,30.470253536486467,normal,2,4,0.28999996185302734,0.0,0.3137078169350174,14419.981268751671,201.50156684885854,71.56262565444528,0.28999996185302734,0.7440663688703313,0.11999988555908203,3047.0282595212393,50.421162726584974,0.4662130676908947,0.27860696517412936,1.4127792656367628,0.9315434699750279,43.45358268211706,118.48601097506393,39.56197319167757,0.36674019116503065,cc249e1a-62c0-4274-812f-0019a041760e,Non-Event,Non-Event,condition_like,0.9094751598276233,ML_Ensemble(RF+XGB),Dipelajari dari data (Confidence: 91%),False,1.0,0.18080839893639955,low
