event_id,time_s,lat,lon,peak_mag,peak_vertical,peak_mag_g,peak_vertical_g,peak_gyro_mag,speed_mean,event_duration,vert_jrk,level,num_peaks_accel,num_peaks_gyro,peak_interval_mean,peak_interval_std,asymmetry_score,vertical_energy,gyro_energy,accel_to_gyro_ratio,local_duration,top2_peak_ratio,duration_above_threshold,max_jerk,peak_to_peak,fft_high_low_ratio,zcr,kurtosis,skewness,gyro_pitch_energy,gyro_roll_energy,gyro_yaw_energy,gyro_pitch_roll_ratio,trip_id,suggested_label,suggested_raw_label,suggested_kind,suggestion_confidence,suggestion_rule,suggestion_reason,needs_review,speed_factor,score,priority
88,1775973977.8779998,-6.837215,109.45062,90.778824,-41.45245462801262,9.256863862786988,-4.226974005191642,4.5244395185271395,3.4661395999999995,0.029999971389770508,52.23134663716549,candidate,1,4,0.0,0.0,0.05766790808755168,29717.674578887196,629.430686702332,47.213577538407485,0.1,0.0,0.029999971389770508,5464.136741953316,81.90504934338307,8.285182471081448,0.455,1.0683097682603098,-0.04026074487589939,136.71381066633904,413.23235894494144,79.4845170910516,0.3308400404183124,cc249e1a-62c0-4274-812f-0019a041760e,Non-Event,Non-Event,condition_like,0.9016276917614781,ML_Ensemble(RF+XGB),Dipelajari dari data (Confidence: 90%),False,1.0,0.511215238041102,high
89,1775973984.08,-6.8374517,109.45016,68.50601,-32.268994921396946,6.9856689083428085,-3.2905217297850893,2.754025669389494,6.5472665,0.09999990463256836,41.412670833608374,normal,1,3,0.0,0.0,0.05208805749082102,19595.48727509644,415.0599440017392,47.211222164582345,0.1,0.0,0.09999990463256836,4294.207828785937,60.309387838763584,11.110599012022567,0.4577114427860697,1.173709739406391,-0.2012478886034478,109.49335260086325,244.12840548869383,61.43818591218215,0.4485072187039166,cc249e1a-62c0-4274-812f-0019a041760e,Non-Event,Non-Event,condition_like,0.660996541528038,ML_Ensemble(RF+XGB),Dipelajari dari data (Confidence: 66%),True,1.0,0.2809213440735504,low
90,1775973988.7024999,-6.8374517,109.45016,63.6333315,-37.878579187160234,6.488793981634911,-3.862540132171561,1.5598827293161335,6.5472665,0.09999990463256836,45.865680728459765,normal,2,5,0.19000005722045898,0.0,0.2477181621612893,22278.69932798023,464.13576131080265,48.00039371467692,0.19000005722045898,0.9201424472403892,0.09999990463256836,4878.808333763909,71.87723440167551,16.448958215041326,0.48,2.1486671447137615,-0.6006131674656497,137.85635219006008,244.00827469364174,82.27113442710085,0.5649658881370977,cc249e1a-62c0-4274-812f-0019a041760e,Non-Event,Non-Event,condition_like,0.8451912854981218,ML_Ensemble(RF+XGB),Dipelajari dari data (Confidence: 85%),False,1.0,0.34176270607858045,medium
91,1775973994.4477777,-6.8377,109.4496917,83.107672,-50.91916074395939,8.47462405612518,-5.192309376184466,5.430962847645019,6.0232797,0.08999991416931152,64.03128101593117,candidate,1,4,0.0,0.0,0.011604346384882834,33485.43148230664,533.860509868186,62.72318480318248,0.1,0.0,0.08999991416931152,6403.134208097756,83.61122196915896,17.109631884033746,0.435,1.3957273574790543,-0.4451040808022443,138.02663952528803,323.1341654070011,72.69970493589693,0.427149629703464,cc249e1a-62c0-4274-812f-0019a041760e,Non-Event,Crack,condition_like,0.76,R4,spike kecil/rapat + durasi sangat singkat → Non-Event,True,1.0,0.7166284949118688,high
92,1775974001.21,-6.8379683,109.44918,70.8597,36.741549838494386,7.225678493675211,3.7465954060249307,4.636430446171657,6.348069,0.0,48.06549574973603,candidate,0,6,0.0,0.0,0.47142935067525765,33210.2209980574,730.6783543630468,45.45121769969015,0.0,0.0,0.0,4806.554158860855,73.03443385584501,1.7561008292876734,0.31343283582089554,0.11308025307595226,0.031332726021756505,91.03592268713214,580.1036515134425,59.53878016247209,0.15693044215925292,cc249e1a-62c0-4274-812f-0019a041760e,Non-Event,Non-Event,condition_like,0.77591535937364,ML_Ensemble(RF+XGB),Dipelajari dari data (Confidence: 78%),True,1.0,0.4267553116085816,medium
93,1775974004.36,-6.8379683,109.44918,52.88456,-29.46277734621793,5.392724324820403,-3.004367173929724,1.5920364985314408,6.348069,0.0,42.655760348516864,normal,0,5,0.0,0.0,0.1863581866357219,21614.580083776505,434.3979758387391,49.75755237414573,0.0,0.0,0.0,4265.580102825875,57.079086364291015,18.95279161696157,0.43781094527363185,0.391283159736902,0.18645630343463818,105.9315878214687,273.59468378733754,54.871704229932895,0.38718437788295584,cc249e1a-62c0-4274-812f-0019a041760e,Non-Event,Non-Event,condition_like,0.7527197679693154,ML_Ensemble(RF+XGB),Dipelajari dari data (Confidence: 75%),True,1.0,0.19590882720222957,low
94,1775974008.6666667,-6.8379683,109.44918,88.944885,-47.152064327261996,9.069854129595734,-4.808172446988727,4.715145172274678,6.348069,0.059999942779541016,48.54081856821966,candidate,2,6,0.15999984741210938,0.0,0.2679671250230853,17380.903517512823,301.3947700513394,57.66823179076379,0.15999984741210938,0.7378646360976465,0.059999942779541016,4854.086486039578,76.43976878129101,18.04617852993133,0.495,3.550404792349175,-0.42233938878506094,75.91966718714332,189.55855169265007,35.916551171545976,0.4005077381564489,cc249e1a-62c0-4274-812f-0019a041760e,Non-Event,Non-Event,condition_like,0.6979388057064806,ML_Ensemble(RF+XGB),Dipelajari dari data (Confidence: 70%),True,1.0,0.5947000970599962,high
95,1775974010.4250002,-6.8382233,109.448705,85.50859,-41.55839335727826,8.719449557188234,-4.237776749173088,4.927038814256236,6.9307346,0.11999988555908203,38.96780671219881,candidate,1,4,0.0,0.0,0.00785199665931839,23593.909775454777,865.7975246865658,27.251070920704148,0.1,0.0,0.11999988555908203,5269.871561285802,78.0635821156714,16.717075803892804,0.445,2.795134431495222,-0.1926091699748439,150.6849451977534,643.9760019791534,71.13657750965896,0.23399155325766283,cc249e1a-62c0-4274-812f-0019a041760e,Non-Event,Non-Event,condition_like,0.7415600704622793,ML_Ensemble(RF+XGB),Dipelajari dari data (Confidence: 74%),True,1.0,0.4887938199754316,medium
96,1775974013.5549998,-6.8382233,109.448705,75.44796500000001,-36.30806489804652,7.693551314669129,-3.7023922438392844,3.783682033863633,6.9307346,0.1099998950958252,44.479385473775025,normal,1,5,0.0,0.0,0.27181566967310605,21138.983550022072,418.2011654372453,50.54740456634799,0.1,0.0,0.1099998950958252,4447.942789266302,70.69490975701487,11.945871348959352,0.425,1.7695583566871527,0.4961186985271053,75.17375677692985,304.4091402130571,38.618268447258345,0.24694973507485915,cc249e1a-62c0-4274-812f-0019a041760e,Non-Event,Non-Event,condition_like,0.7100092096002693,ML_Ensemble(RF+XGB),Dipelajari dari data (Confidence: 71%),True,1.0,0.38799618141611747,medium
97,1775974017.55,-6.8382233,109.448705,73.64911,-38.4456932500287,7.5101191538394865,-3.9203696726230364,2.939022246800371,6.9307346,0.0,40.41105144069017,normal,0,7,0.0,0.0,0.3838836543175337,20615.101223086225,525.0990280717587,39.25945408721946,0.0,0.0,0.0,4230.5670400499175,62.322612684960504,19.35476525429119,0.4427860696517413,1.0480603313228594,-1.3020783356760814,109.07671228743882,355.37252602725687,60.649789757063004,0.3069362541890378,cc249e1a-62c0-4274-812f-0019a041760e,Non-Event,Normal,condition_like,0.92,R6,amplitudo rendah + tidak ada struktur event → Non-Event,False,1.0,0.3707263639224351,medium
98,1775974024.93,-6.83849,109.4482283,79.92589,-35.1649628001176,8.150172586969047,-3.5858282696045642,4.824021335889572,6.7464643,0.009999990463256836,48.31652907036698,candidate,1,4,0.0,0.0,0.3316128949130234,29521.472324894123,956.259296665502,30.87182775316731,0.1,0.0,0.009999990463256836,4831.657514864376,65.041764946709,9.307786311662428,0.472636815920398,-0.102254911923783,-0.01495952023376089,170.41358701570377,713.7505205527555,72.09518909704283,0.23875791592413986,cc249e1a-62c0-4274-812f-0019a041760e,Non-Event,Non-Event,condition_like,0.8483762274134874,ML_Ensemble(RF+XGB),Dipelajari dari data (Confidence: 85%),False,1.0,0.4104800478229713,medium
99,1775974029.73,-6.83849,109.4482283,92.30519,-38.520383938003164,9.412509878500813,-3.9279860031716405,3.9215538121570845,6.7464643,0.0,42.911917406634466,normal,0,4,0.0,0.0,0.2977911999580744,20150.300958651194,583.3205548731999,34.54412973410009,0.0,0.0,0.0,5183.236353194694,69.96066815672913,11.760785929671185,0.5024875621890548,1.7264009004810132,-0.25196004441961034,133.40432985566105,368.95805865315083,80.95816636438795,0.3615704451098628,cc249e1a-62c0-4274-812f-0019a041760e,Non-Event,Normal,condition_like,0.92,R6,amplitudo rendah + tidak ada struktur event → Non-Event,False,1.0,0.4129560855697638,medium
100,1775974034.235,-6.8387717,109.4476917,99.39769,-62.87880292314005,10.13574360255541,-6.411853479336986,8.117005082050353,6.8344817,0.0,45.21136616566386,high_conf,0,4,0.0,0.0,0.49653160287373993,21538.5520242776,903.5645297795222,23.837314647240394,0.0,0.0,0.0,4521.14092826237,65.65423110621927,31.120303566009575,0.48,1.2187754930843715,-0.8354234808210456,218.6621975530747,571.0879442439034,113.81438798254419,0.38288708310886727,cc249e1a-62c0-4274-812f-0019a041760e,Non-Event,Non-Event,condition_like,0.6563535858918168,ML_Ensemble(RF+XGB),Dipelajari dari data (Confidence: 66%),True,1.0,0.8007045538855462,high
101,1775974044.795,-6.83905,109.4471567,66.079277,-40.603272428508305,6.738211009875952,-4.140381519530962,5.345527133632963,6.624475000000001,0.029999971389770508,41.83015330336788,candidate,2,6,0.3900001049041748,0.0,0.26753632267830835,21669.685921339948,659.995162646203,32.833098051239965,0.3900001049041748,0.9567486919661511,0.029999971389770508,4965.364536516593,60.16383386984447,36.57140288577804,0.42,0.6804836559681764,-0.47180442826578495,174.65175318010404,412.92225980044054,72.42114966565839,0.42296521587754926,cc249e1a-62c0-4274-812f-0019a041760e,Non-Event,Non-Event,condition_like,0.467501858360747,ML_Ensemble(RF+XGB)_LOW_CONF,"ML ragu-ragu (Conf: 47%), pakai tebakan terbaik ML",True,1.0,0.4909253079162022,medium
102,1775974051.2257144,-6.839335,109.4466483,80.52169,-44.763752076092416,8.210927278938273,-4.564632374571583,4.38944752037842,6.366599,0.0,56.28997668480194,candidate,0,4,0.0,0.0,0.12964697175634735,29077.632805693873,986.8005443326082,29.46657553365361,0.0,0.0,0.0,5629.003036715817,67.92016646651456,28.640596263346982,0.56,0.759491839658224,0.3474677125314131,327.7472832750941,404.5030620882322,254.55019896928172,0.8102467278563087,cc249e1a-62c0-4274-812f-0019a041760e,Non-Event,Non-Event,condition_like,0.8616544526356917,ML_Ensemble(RF+XGB),Dipelajari dari data (Confidence: 86%),False,1.0,0.5686430291476913,high
103,1775974057.3333333,-6.839335,109.4466483,93.893295,-43.06351426103069,9.574451520141945,-4.391256367977922,5.143642926300507,6.366599,0.0,43.634976181583156,candidate,0,5,0.0,0.0,0.07712529486799767,33974.29014456158,984.2970826801757,34.51629666272661,0.0,0.0,0.0,5526.022317593044,79.36416937072471,20.543712534170055,0.41,0.4900314517771007,0.255950453610878,189.19971262839132,597.0746131362508,198.0227569155336,0.31687783762519245,cc249e1a-62c0-4274-812f-0019a041760e,Non-Event,Non-Event,condition_like,0.746130117557861,ML_Ensemble(RF+XGB),Dipelajari dari data (Confidence: 75%),True,1.0,0.5255931400119824,high
104,1775974063.302727,-6.8396,109.4461267,86.748886,-49.682138295495825,8.845924551197403,-5.066168191532871,8.07279240234877,5.374214600000001,0.04999995231628418,49.75857806674216,high_conf,1,5,0.0,0.0,0.4747228829139441,38341.90422539656,1447.650857430796,26.48560183009726,0.1,0.0,0.04999995231628418,5163.793517040504,79.62314239945853,11.570459902922794,0.415,0.5382483126536006,-0.5538172008921816,399.88822140805166,874.1977205054542,173.56491551728993,0.4574345271907194,cc249e1a-62c0-4274-812f-0019a041760e,Non-Event,Non-Event,condition_like,0.6630940159744104,ML_Ensemble(RF+XGB),Dipelajari dari data (Confidence: 66%),True,1.0,0.6795371520427925,high
105,1775974073.67,-6.8398433,109.4456483,84.88028,-42.118511842504475,8.655379767810619,-4.294892939230468,8.908782802517344,6.050045,0.029999971389770508,38.91772424936895,high_conf,1,3,0.0,0.0,0.10372654105244318,20145.31745683998,762.980465915658,26.403451110979624,0.1,0.0,0.029999971389770508,3891.7761364238418,67.47873031284101,5.370176923542476,0.42786069651741293,1.4876060353513383,-0.4109950672907842,375.076576475677,280.93247269050596,106.97141674947503,1.3351129242854511,cc249e1a-62c0-4274-812f-0019a041760e,Non-Event,Non-Event,condition_like,0.8000274464105949,ML_Ensemble(RF+XGB),Dipelajari dari data (Confidence: 80%),False,1.0,0.5262096862366996,high
106,1775974077.19,-6.8398433,109.4456483,41.536617,-36.207947214028884,4.235556178715464,-3.6921830812794263,3.1303743138301368,6.050045,0.07999992370605469,49.53405065112376,normal,2,3,0.16000008583068848,0.0,0.26153941065508,16010.256862206596,578.4714009282202,27.676833822449243,0.16000008583068848,0.9167828466561863,0.07999992370605469,4953.409789052071,62.48916195137001,11.05108570100287,0.47761194029850745,1.4696950611329749,0.2688599239931643,271.7965886604659,214.9582472505138,91.71656501724044,1.264415721995056,cc249e1a-62c0-4274-812f-0019a041760e,Non-Event,Non-Event,condition_like,0.8794369704994089,ML_Ensemble(RF+XGB),Dipelajari dari data (Confidence: 88%),False,1.0,0.37928676910128517,medium
107,1775974083.42,-6.8400767,109.4451717,44.278175000000005,-36.81463879237187,4.515117292857399,-3.754048405150778,2.5708910808081704,5.0020704,0.1099998950958252,47.53877766073568,normal,2,5,0.23000001907348633,0.0,0.16826301557436538,13294.90489889602,786.4818679670972,16.904273859938428,0.23000001907348633,0.5934069425201248,0.1099998950958252,4753.882299729021,65.15278887376358,3.6703809762861868,0.3681592039800995,2.6294010320589054,-0.03711229750361462,403.0201090657973,250.0274463847777,133.4343125165222,1.6119034661245524,cc249e1a-62c0-4274-812f-0019a041760e,Non-Event,Non-Event,condition_like,0.8469254927990346,ML_Ensemble(RF+XGB),Dipelajari dari data (Confidence: 85%),False,1.0,0.36551621446752824,medium
108,1776325461.57,-6.8952933,109.4100906,56.7910325,31.658667401112403,5.791073659200645,3.228285643019013,0.7805785292663144,0.38545433,0.0,37.71204852582125,normal,0,4,0.0,0.0,0.03342843449157039,22047.87376334873,265.600745342986,83.01133964012662,0.0,0.0,0.0,3771.208449086765,58.00038318895305,15.844982658968151,0.472636815920398,0.10983590882501515,0.285084928281592,35.192296150927746,181.70937733783495,48.69907185422332,0.19367352677580604,d4030b3c-2d8e-49cc-9722-89da2a36bbc9,Non-Event,Non-Event,condition_like,0.9174038703721085,ML_Ensemble(RF+XGB),Dipelajari dari data (Confidence: 92%),False,1.0,0.18596895918113332,low
109,1776325464.05,-6.8952933,109.4100906,49.738926,29.668908828156507,5.071958925830941,3.0253867353435178,2.1080546841223073,0.38545433,0.0,36.62474274583404,normal,0,4,0.0,0.0,0.044197891328966926,15455.008758718806,210.0096217278404,73.5919076372398,0.0,0.0,0.0,3662.4777673943854,52.05311873392198,4.98224158575387,0.48258706467661694,-0.023795842045359894,0.4388611198019103,34.40576976280792,127.0222557931707,48.58159617186178,0.2708641039092114,d4030b3c-2d8e-49cc-9722-89da2a36bbc9,Non-Event,Non-Event,condition_like,0.882987599168505,ML_Ensemble(RF+XGB),Dipelajari dari data (Confidence: 88%),False,1.0,0.19615897559171808,low
110,1776325466.68,-6.8952933,109.4100906,101.37703725,-49.65935752914271,10.337580850749237,-5.0638451998534375,4.092543206287199,0.38545433,0.19999980926513672,65.00130046741617,candidate,2,2,0.16000008583068848,0.0,0.16750189474183533,23615.714711970686,473.4360261667619,49.88153278764386,0.16000008583068848,0.661558980049182,0.19999980926513672,6500.136245754608,92.90345384579683,19.06189062705761,0.472636815920398,3.2728803389723415,-0.17280540989016457,86.9087361479877,286.58884118437936,99.93844883439479,0.3032523369911039,d4030b3c-2d8e-49cc-9722-89da2a36bbc9,Non-Event,Non-Event,condition_like,0.5460757020192268,ML_Ensemble(RF+XGB)_LOW_CONF,"ML ragu-ragu (Conf: 55%), pakai tebakan terbaik ML",True,1.0,0.6609948725491408,high
111,1776325479.23,-6.8951334,109.4078626,53.017426,29.795779005189473,5.406272886255755,3.0383238929899075,2.788025845720633,9.471583,0.029999971389770508,49.64453623855405,normal,1,4,0.0,0.0,0.08058343729515502,21116.083920329333,339.7050814868579,62.16004707891365,0.1,0.0,0.029999971389770508,4964.458358331836,57.84570741336673,19.141960492178782,0.5124378109452736,0.21731187491497161,0.13449030441102486,37.50099102839512,261.26489577112744,40.93919468733539,0.14353627866527602,d4030b3c-2d8e-49cc-9722-89da2a36bbc9,Non-Event,Non-Event,condition_like,0.9247983413272434,ML_Ensemble(RF+XGB),Dipelajari dari data (Confidence: 92%),False,1.0,0.2664145641219202,low
112,1776325492.9433334,-6.8950852,109.4072383,60.445423,38.7743332414001,6.163717783340896,3.953881625366471,2.074674467922332,1.8249585999999998,0.0,62.2715140021006,normal,0,0,0.0,0.0,0.060899197544951864,53671.35722771114,523.8527680747811,102.45504156159082,0.0,0.0,0.0,6227.157338890079,70.86809244333493,14.7912109146948,0.52,-0.7540957889762865,-0.0250909014709021,177.24289707937191,54.88757213359898,291.72229886181026,3.229199014646799,d4030b3c-2d8e-49cc-9722-89da2a36bbc9,Non-Event,Normal,condition_like,0.92,R6,amplitudo rendah + tidak ada struktur event → Non-Event,False,1.0,0.41223805940238173,medium
113,1776325520.58,-6.8933476,109.4072948,52.85708,33.31097141721129,5.38992214466714,3.396773762417471,1.399851743600907,2.7220306,0.0,49.35674896728031,normal,0,1,0.0,0.0,0.1652809096100136,24888.255973679756,255.51371360940445,97.4047753629414,0.0,0.0,0.0,4935.679603758903,63.135902510612794,22.46452623497026,0.5422885572139303,0.6382587207326518,-0.09592596986861993,85.588349916455,52.050213387249734,117.87515030569975,1.6443419287322052,d4030b3c-2d8e-49cc-9722-89da2a36bbc9,Non-Event,Non-Event,condition_like,0.8761598618310013,ML_Ensemble(RF+XGB),Dipelajari dari data (Confidence: 88%),False,1.0,0.2707002857069186,low
114,1776325726.78,-6.8942167,109.4198767,57.43968,-46.18701529182269,5.8572172964264055,-4.70976483221311,3.1475163082629534,16.044407,0.12999987602233887,73.06218226792532,normal,1,4,0.0,0.0,0.1472682676107549,15629.444496024375,298.3790742693866,52.381168089329286,0.1,0.0,0.12999987602233887,7306.22519455185,73.91952542728667,24.109427070479864,0.472636815920398,7.275842937840201,-1.1520978871542935,59.460657766004275,200.62873109240823,38.289685410974045,0.2963715971579639,d4030b3c-2d8e-49cc-9722-89da2a36bbc9,Non-Event,Normal,condition_like,0.92,R6,amplitudo rendah + tidak ada struktur event → Non-Event,False,1.0,0.5711319258090737,high
115,1776325730.04,-6.8942167,109.4198767,49.637577,-49.631622253879016,5.061624203984032,-5.061016988867658,0.6616648156591447,16.044407,0.26999974250793457,63.34972107192512,candidate,2,2,0.1700000762939453,0.0,0.4842529453977406,25047.07896620735,858.3872883027259,29.179228628319127,0.1700000762939453,0.9674688761553857,0.26999974250793457,6334.9781486984675,78.27926985389624,6.001236254873888,0.527363184079602,5.68919906317084,-1.174253312046124,177.55016590755213,523.890429901307,156.9466924938668,0.3389070603982837,d4030b3c-2d8e-49cc-9722-89da2a36bbc9,Speed Bump,Speed Bump,event,0.6269715093038021,ML_Ensemble(RF+XGB)_LOW_CONF,"ML ragu-ragu (Conf: 63%), pakai tebakan terbaik ML",True,1.0,0.5514580228735487,high
116,1776326738.88,-6.849285,109.4826767,85.02548,-41.79107934630477,8.670186047223059,-4.2615041167274015,4.55222010642431,8.61542,0.23999977111816406,62.469054947441165,candidate,2,3,0.1700000762939453,0.0,0.17417878037180443,19924.250186626894,357.91385483904014,55.66772524053152,0.1700000762939453,0.6586607275668673,0.23999977111816406,6246.911452263125,72.60304690040483,17.380254103185834,0.5970149253731343,2.7764838400539578,-0.5562121098004345,39.25508669032091,282.42454118359274,36.234226965126446,0.1389931851772385,2ba192ad-a007-47e8-843d-e4f356c01155,Speed Bump,Speed Bump,event,0.4376612010063269,ML_Ensemble(RF+XGB)_LOW_CONF,"ML ragu-ragu (Conf: 44%), pakai tebakan terbaik ML",True,1.0,0.5589662705571162,high
117,1776326745.22,-6.849285,109.4826767,85.218215,-46.241291254142666,8.689839547653888,-4.715299440088375,0.5171800886444826,8.61542,0.11999988555908203,65.92306248204117,normal,1,2,0.0,0.0,0.2884143473957053,15867.922450206817,304.7544927030187,52.06788670250096,0.1,0.0,0.11999988555908203,6592.312535123268,67.31404914212531,26.052118870609483,0.6318407960199005,2.748831663581689,-0.8240577249021886,40.34405552755021,232.33517011407284,32.07526706139568,0.1736459242657752,2ba192ad-a007-47e8-843d-e4f356c01155,Non-Event,Normal,condition_like,0.92,R6,amplitudo rendah + tidak ada struktur event → Non-Event,False,1.0,0.4835342437183369,medium
118,1776326864.55,-6.8522811,109.490685,85.810965,-36.377480622467786,8.750283226178155,-3.709470677802082,5.8411720144206996,7.604121,0.14999985694885254,43.301983702438754,candidate,1,4,0.0,0.0,0.2027452001938265,14499.138297120366,369.20775404861433,39.27094731585807,0.1,0.0,0.14999985694885254,4330.202499846784,63.68712479471262,4.078065036430829,0.40298507462686567,2.3807726095088215,-0.21224132297776913,35.96257735906594,294.5123237911692,38.732852898379235,0.1221089045579537,2ba192ad-a007-47e8-843d-e4f356c01155,Non-Event,Non-Event,condition_like,0.7840532683991397,ML_Ensemble(RF+XGB),Dipelajari dari data (Confidence: 78%),True,1.0,0.45671627043029545,medium
119,1776326869.33,-6.8528256,109.4906156,98.63372,-31.783565727557992,10.057840343032534,-3.2410217278640507,3.074894006646306,4.9164066,0.18999981880187988,34.87416902121789,normal,2,4,0.25,0.0,0.22351198642574266,10665.49518835529,344.4822293640024,30.960944421096645,0.25,0.8195364017040903,0.18999981880187988,3487.420227984891,54.39532842251471,1.3338464901322058,0.3880597014925373,2.53077637050497,-0.22747279538205634,74.31399533804965,204.02583540103933,66.14239862491338,0.36423816046501006,2ba192ad-a007-47e8-843d-e4f356c01155,Pothole,Pothole,event,0.5264835333885292,ML_Ensemble(RF+XGB)_LOW_CONF,"ML ragu-ragu (Conf: 53%), pakai tebakan terbaik ML",True,1.0,0.2691469425486851,low
120,1776326871.86,-6.8528256,109.4906156,43.958824,-40.29886545109384,4.482552553624327,-4.109340646509648,0.9969126837704996,4.9164066,0.34999966621398926,28.388351364260487,normal,2,3,0.3400001525878906,0.0,0.14778920873037676,13790.455572535517,228.91205978698926,60.24346434663406,0.3400001525878906,0.953772605517094,0.34999966621398926,2838.8378437527886,66.46165775553973,0.6203264509103706,0.373134328358209,3.5421776528088005,-0.11242358362085375,51.44539884826198,116.23732204309532,61.229338895631955,0.44258932932573175,2ba192ad-a007-47e8-843d-e4f356c01155,Non-Event,Non-Event,condition_like,0.6877152810035607,ML_Ensemble(RF+XGB),Dipelajari dari data (Confidence: 69%),True,1.0,0.3205093326157147,medium
121,1776326881.54,-6.8528646,109.4906079,65.78215,33.40983401897473,6.707912487954602,3.406854942205007,1.1257623651087794,3.3173254,0.059999942779541016,35.25462674185421,normal,1,3,0.0,0.0,0.08352209827775625,14935.425773669642,196.97364049419969,75.8244893091924,0.1,0.0,0.059999942779541016,3525.466036331833,55.281999635467216,1.2761545565460934,0.40298507462686567,1.241439465489857,1.270670792359514,42.05557036237688,111.15111357873704,43.76695655308576,0.37836391044541107,2ba192ad-a007-47e8-843d-e4f356c01155,Non-Event,Non-Event,condition_like,0.8207135269982473,ML_Ensemble(RF+XGB),Dipelajari dari data (Confidence: 82%),False,1.0,0.22056907168235665,low
122,1776326904.095,-6.8541332,109.4908966,84.4288025,34.6109720883453,8.609341875156145,3.5293369385412245,3.767857469576041,4.2119246,0.2199997901916504,56.44426254576102,normal,2,3,0.28999996185302734,0.0,0.24136285613574343,11515.117632475498,345.27352363412416,33.35071127934793,0.28999996185302734,0.738033519711749,0.2199997901916504,5644.431637525586,66.26631375003811,9.762647369729418,0.545,3.856336843440163,0.15464427461202482,50.85666486200942,252.42253437470964,41.99432439740505,0.20147434454104915,2ba192ad-a007-47e8-843d-e4f356c01155,Non-Event,Non-Event,condition_like,0.7155964336447663,ML_Ensemble(RF+XGB),Dipelajari dari data (Confidence: 72%),True,1.0,0.4096433158506289,medium
123,1776326917.83,-6.8541647,109.4909159,56.001833000000005,-29.427250525327086,5.710597706658238,-3.0007444464039286,1.8045870685150003,4.282162,0.0,37.744814707803215,normal,0,5,0.0,0.0,0.2027009542121252,20211.584272503467,477.2151219099076,42.35319314538816,0.0,0.0,0.0,4517.858557723399,57.251615827050365,17.532240807912594,0.5572139303482587,0.18274878794821792,-1.1375331133979638,81.24980387684829,311.6163125054486,84.34900552761074,0.2607366827585156,2ba192ad-a007-47e8-843d-e4f356c01155,Non-Event,Non-Event,condition_like,0.7191417154485635,ML_Ensemble(RF+XGB),Dipelajari dari data (Confidence: 72%),True,1.0,0.18608061827043335,low
124,1776326927.89,-6.8549873,109.4915951,71.105205,-34.81571201646967,7.250713036561925,-3.55021460095646,2.140153641630668,6.977751,0.07999992370605469,31.66572690158859,normal,1,5,0.0,0.0,0.07220400540731443,14801.827077159329,209.8609554526108,70.53159066537356,0.1,0.0,0.07999992370605469,3214.0637496812064,65.6947159461979,6.79861512671746,0.4626865671641791,2.4995166785548104,-0.16543980974278194,32.744313881769415,129.68780031238242,47.42884125845892,0.25248568909651975,2ba192ad-a007-47e8-843d-e4f356c01155,Non-Event,Non-Event,condition_like,0.8434326484477153,ML_Ensemble(RF+XGB),Dipelajari dari data (Confidence: 84%),False,1.0,0.2654230621477407,low
125,1776326931.5349998,-6.8553305,109.4920588,115.8847725,-38.634221642407866,11.816958135550877,-3.9395942184546064,3.8996569976361415,5.442451,0.04999995231628418,42.488130914472194,normal,1,5,0.0,0.0,0.2217519023229856,12808.040340620719,446.03962101291347,28.7150282363254,0.1,0.0,0.04999995231628418,4248.817143435004,68.87267934428368,4.581936680029189,0.5,3.6136488492689463,-0.6244991404983251,70.44756565850045,296.4485854689907,79.14346988542249,0.2376383928748112,2ba192ad-a007-47e8-843d-e4f356c01155,Non-Event,Normal,condition_like,0.92,R6,amplitudo rendah + tidak ada struktur event → Non-Event,False,1.0,0.4163047988280243,medium
126,1776326938.3433335,-6.8553305,109.4920588,78.37303,-46.936075002811954,7.991824935120556,-4.786147665391541,5.695251500482661,5.442451000000001,0.029999971389770508,38.56960315838226,candidate,2,4,1.0,0.0,0.4650463184471401,28293.39079017261,678.8819735265629,41.67645018105509,1.0,0.9560238341612941,0.029999971389770508,6469.740673739049,88.65281836415993,3.8460356107798837,0.45,1.3050762517423449,-0.7363552378597132,102.95369515448219,490.16582154988225,85.7624568221985,0.21003850211120134,2ba192ad-a007-47e8-843d-e4f356c01155,Speed Bump,Speed Bump,event,0.49621453205598876,ML_Ensemble(RF+XGB)_LOW_CONF,"ML ragu-ragu (Conf: 50%), pakai tebakan terbaik ML",True,1.0,0.5885792082069934,high
127,1776326949.66,-6.8556938,109.4925475,73.66425,-37.31936776693063,7.511663004185935,-3.805516437002507,2.816401583205787,3.1011837,0.11999988555908203,56.05986267577503,normal,1,5,0.0,0.0,0.2720411760509624,16220.89228623077,321.03919009338944,50.52620594696227,0.1,0.0,0.11999988555908203,5605.991613867723,67.37128738267003,15.209175752082603,0.5074626865671642,1.986326025119956,-0.15451258401253726,30.45203421816806,264.43333540412686,26.153820471094484,0.11515958854608625,2ba192ad-a007-47e8-843d-e4f356c01155,Non-Event,Non-Event,condition_like,0.8277637369306678,ML_Ensemble(RF+XGB),Dipelajari dari data (Confidence: 83%),False,1.0,0.4105737186600835,medium
